id,verb
16393__Conservative__uk.proc.d.1975-05-12.12,extend
16393__Conservative__uk.proc.d.1975-05-12.12,advise
16393__Conservative__uk.proc.d.1975-05-12.12,be
16393__Conservative__uk.proc.d.1975-05-12.12,fetter
16393__Conservative__uk.proc.d.1975-05-12.12,come
10212__Conservative__uk.proc.d.1975-05-13.12,give
10212__Conservative__uk.proc.d.1975-05-13.12,take
10212__Conservative__uk.proc.d.1975-05-13.12,draft
10212__Conservative__uk.proc.d.1975-05-13.12,bear
17719__Labour__uk.proc.d.1975-05-13.12,hear
17719__Labour__uk.proc.d.1975-05-13.12,test
17719__Labour__uk.proc.d.1975-05-13.12,come
18931__Conservative__uk.proc.d.1975-05-14.4,indicate
18931__Conservative__uk.proc.d.1975-05-14.4,reconcile
18931__Conservative__uk.proc.d.1975-05-14.4,employ
18702__Liberal__uk.proc.d.1975-05-15.9,accept
18702__Liberal__uk.proc.d.1975-05-15.9,achieve
18702__Liberal__uk.proc.d.1975-05-15.9,do
18702__Liberal__uk.proc.d.1975-05-15.9,involve
18702__Liberal__uk.proc.d.1975-05-15.9,be
18702__Liberal__uk.proc.d.1975-05-15.9,think
18702__Liberal__uk.proc.d.1975-05-15.9,do
18702__Liberal__uk.proc.d.1975-05-15.9,have
10152__Labour__uk.proc.d.1975-05-22.12,introduce
10152__Labour__uk.proc.d.1975-05-22.12,ask
10152__Labour__uk.proc.d.1975-05-22.12,afford
19178__Conservative__uk.proc.d.1975-05-23.12,evict
19178__Conservative__uk.proc.d.1975-06-18.14,believe
19178__Conservative__uk.proc.d.1975-06-18.14,bring
19178__Conservative__uk.proc.d.1975-06-18.14,require
19178__Conservative__uk.proc.d.1975-06-18.14,oversee
19178__Conservative__uk.proc.d.1975-06-18.14,back
19178__Conservative__uk.proc.d.1975-06-18.14,calculate
19178__Conservative__uk.proc.d.1975-06-18.14,arouse
19178__Conservative__uk.proc.d.1975-06-18.14,be
17464__Liberal__uk.proc.d.1975-06-23.7,recognise
17464__Liberal__uk.proc.d.1975-06-23.7,be
17464__Liberal__uk.proc.d.1975-06-23.7,see
19270__Conservative__uk.proc.d.1975-06-24.12,build
19270__Conservative__uk.proc.d.1975-06-24.12,proliferate
19190__Liberal_Democrats__uk.proc.d.1975-06-25.11,make
19190__Liberal_Democrats__uk.proc.d.1975-06-25.11,include
19190__Liberal_Democrats__uk.proc.d.1975-06-25.11,set
19190__Liberal_Democrats__uk.proc.d.1975-06-25.11,increase
17691__Conservative__uk.proc.d.1975-06-25.11,believe
17691__Conservative__uk.proc.d.1975-06-25.11,allow
17691__Conservative__uk.proc.d.1975-06-25.11,make
17691__Conservative__uk.proc.d.1975-06-25.11,seem
17691__Conservative__uk.proc.d.1975-06-25.11,imagine
17691__Conservative__uk.proc.d.1975-06-25.11,describe
17691__Conservative__uk.proc.d.1975-06-25.11,know
17691__Conservative__uk.proc.d.1975-06-25.11,place
17691__Conservative__uk.proc.d.1975-06-25.11,run
17691__Conservative__uk.proc.d.1975-06-25.11,turn
17691__Conservative__uk.proc.d.1975-06-25.11,require
17691__Conservative__uk.proc.d.1975-06-25.11,exercise
17691__Conservative__uk.proc.d.1975-06-25.11,control
17691__Conservative__uk.proc.d.1975-06-25.11,have
17691__Conservative__uk.proc.d.1975-06-25.11,deplore
17691__Conservative__uk.proc.d.1975-06-25.11,multiply
17691__Conservative__uk.proc.d.1975-06-25.11,live
17691__Conservative__uk.proc.d.1975-06-25.11,pay
17691__Conservative__uk.proc.d.1975-06-25.11,have
17691__Conservative__uk.proc.d.1975-06-25.11,pay
17691__Conservative__uk.proc.d.1975-06-25.11,mention
17691__Conservative__uk.proc.d.1975-06-25.11,support
17691__Conservative__uk.proc.d.1975-06-25.11,place
16780__Labour__uk.proc.d.1975-06-25.11,give
16780__Labour__uk.proc.d.1975-06-25.11,create
19169__Conservative__uk.proc.d.1975-06-25.11,propose
19169__Conservative__uk.proc.d.1975-06-25.11,disburse
19169__Conservative__uk.proc.d.1975-06-25.11,disburse
16393__Conservative__uk.proc.d.1975-06-25.11,offer
16393__Conservative__uk.proc.d.1975-06-25.11,set
16393__Conservative__uk.proc.d.1975-06-25.11,spend
16393__Conservative__uk.proc.d.1975-06-25.11,do
16393__Conservative__uk.proc.d.1975-06-25.11,do
16393__Conservative__uk.proc.d.1975-06-25.11,hand
16393__Conservative__uk.proc.d.1975-06-25.11,imagine
16393__Conservative__uk.proc.d.1975-06-25.11,be
16393__Conservative__uk.proc.d.1975-06-25.11,run
16393__Conservative__uk.proc.d.1975-06-25.11,increase
16393__Conservative__uk.proc.d.1975-06-25.11,imagine
16393__Conservative__uk.proc.d.1975-06-25.11,solve
16393__Conservative__uk.proc.d.1975-06-25.11,fetter
16393__Conservative__uk.proc.d.1975-06-25.11,call
16393__Conservative__uk.proc.d.1975-06-25.11,cure
10591__Conservative__uk.proc.d.1975-06-25.11,promote
10591__Conservative__uk.proc.d.1975-06-25.11,look
21726__Conservative__uk.proc.d.1975-06-25.12,be
21726__Conservative__uk.proc.d.1975-06-25.12,compare
21726__Conservative__uk.proc.d.1975-06-25.12,multiply
21726__Conservative__uk.proc.d.1975-06-25.12,have
21904__Labour__uk.proc.d.1975-06-26.8,prefer
21904__Labour__uk.proc.d.1975-06-26.8,run
21904__Labour__uk.proc.d.1975-06-26.8,have
21904__Labour__uk.proc.d.1975-06-26.8,have
21904__Labour__uk.proc.d.1975-06-26.8,pay
21904__Labour__uk.proc.d.1975-06-26.8,fail
21904__Labour__uk.proc.d.1975-06-26.8,provide
16405__Conservative__uk.proc.d.1975-06-26.13,be
16393__Conservative__uk.proc.d.1975-07-01.15,appear
16393__Conservative__uk.proc.d.1975-07-01.15,be
16393__Conservative__uk.proc.d.1975-07-01.15,remove
16393__Conservative__uk.proc.d.1975-07-01.15,flourish
16393__Conservative__uk.proc.d.1975-07-01.15,be
16393__Conservative__uk.proc.d.1975-07-01.15,set
16393__Conservative__uk.proc.d.1975-07-01.15,invest
16393__Conservative__uk.proc.d.1975-07-01.15,intend
16393__Conservative__uk.proc.d.1975-07-01.15,meddle
16393__Conservative__uk.proc.d.1975-07-01.15,flourish
16393__Conservative__uk.proc.d.1975-07-01.15,extend
16393__Conservative__uk.proc.d.1975-07-01.15,grow
16393__Conservative__uk.proc.d.1975-07-01.15,be
16393__Conservative__uk.proc.d.1975-07-01.15,need
16393__Conservative__uk.proc.d.1975-07-01.15,attempt
16393__Conservative__uk.proc.d.1975-07-01.15,interfere
16393__Conservative__uk.proc.d.1975-07-01.15,go
10276__Conservative__uk.proc.d.1975-07-01.15,read
10276__Conservative__uk.proc.d.1975-07-01.15,do
10276__Conservative__uk.proc.d.1975-07-01.15,believe
10276__Conservative__uk.proc.d.1975-07-01.15,subject
10276__Conservative__uk.proc.d.1975-07-01.15,increase
10276__Conservative__uk.proc.d.1975-07-01.15,pass
16393__Conservative__uk.proc.d.1975-07-01.15,show
16393__Conservative__uk.proc.d.1975-07-01.15,undertake
16393__Conservative__uk.proc.d.1975-07-01.15,run
16393__Conservative__uk.proc.d.1975-07-01.15,take
16393__Conservative__uk.proc.d.1975-07-01.15,call
16393__Conservative__uk.proc.d.1975-07-01.15,mean
16393__Conservative__uk.proc.d.1975-07-01.15,have
16393__Conservative__uk.proc.d.1975-07-01.15,believe
16393__Conservative__uk.proc.d.1975-07-01.15,support
16393__Conservative__uk.proc.d.1975-07-01.15,prevent
16393__Conservative__uk.proc.d.1975-07-01.15,be
16393__Conservative__uk.proc.d.1975-07-01.15,rely
16393__Conservative__uk.proc.d.1975-07-02.10,lead
16393__Conservative__uk.proc.d.1975-07-02.10,think
16393__Conservative__uk.proc.d.1975-07-02.10,lead
16393__Conservative__uk.proc.d.1975-07-02.10,live
16393__Conservative__uk.proc.d.1975-07-02.10,become
16393__Conservative__uk.proc.d.1975-07-02.10,extend
16393__Conservative__uk.proc.d.1975-07-02.10,be
10635__Plaid_Cymru__uk.proc.d.1975-07-02.10,wish
10635__Plaid_Cymru__uk.proc.d.1975-07-02.10,see
10635__Plaid_Cymru__uk.proc.d.1975-07-02.10,want
10635__Plaid_Cymru__uk.proc.d.1975-07-02.10,see
10635__Plaid_Cymru__uk.proc.d.1975-07-02.10,involve
10635__Plaid_Cymru__uk.proc.d.1975-07-02.10,gear
21678__Labour__uk.proc.d.1975-07-03.16,provide
21678__Labour__uk.proc.d.1975-07-03.16,end
21678__Labour__uk.proc.d.1975-07-03.16,stand
21678__Labour__uk.proc.d.1975-07-03.16,live
16393__Conservative__uk.proc.d.1975-07-03.16,place
16393__Conservative__uk.proc.d.1975-07-03.16,base
16393__Conservative__uk.proc.d.1975-07-03.16,put
16393__Conservative__uk.proc.d.1975-07-03.16,control
16393__Conservative__uk.proc.d.1975-07-03.16,have
16393__Conservative__uk.proc.d.1975-07-03.16,have
16394__Ulster_Popular_Unionist__uk.proc.d.1975-07-07.12,see
16394__Ulster_Popular_Unionist__uk.proc.d.1975-07-07.12,conceive
16394__Ulster_Popular_Unionist__uk.proc.d.1975-07-07.12,parallel
10212__Conservative__uk.proc.d.1975-07-08.11,be
10212__Conservative__uk.proc.d.1975-07-08.11,argue
10212__Conservative__uk.proc.d.1975-07-08.11,centralise
10212__Conservative__uk.proc.d.1975-07-08.11,spawn
10212__Conservative__uk.proc.d.1975-07-08.11,need
10565__Conservative__uk.proc.d.1975-07-08.11,fold
10565__Conservative__uk.proc.d.1975-07-08.11,despair
10565__Conservative__uk.proc.d.1975-07-08.11,be
19169__Conservative__uk.proc.d.1975-07-09.6,grow
19169__Conservative__uk.proc.d.1975-07-09.6,impose
22529__Conservative__uk.proc.d.1975-08-05.9,hear
22529__Conservative__uk.proc.d.1975-08-05.9,get
22529__Conservative__uk.proc.d.1975-08-05.9,wind
22529__Conservative__uk.proc.d.1975-08-05.9,go
19420__Liberal__uk.proc.d.1975-08-06.16,feel
19420__Liberal__uk.proc.d.1975-08-06.16,support
19420__Liberal__uk.proc.d.1975-08-06.16,dismiss
19420__Liberal__uk.proc.d.1975-08-06.16,give
19420__Liberal__uk.proc.d.1975-08-06.16,do
19420__Liberal__uk.proc.d.1975-08-06.16,grow
19420__Liberal__uk.proc.d.1975-08-06.16,begin
19420__Liberal__uk.proc.d.1975-08-06.16,understand
19420__Liberal__uk.proc.d.1975-08-06.16,have
19420__Liberal__uk.proc.d.1975-08-06.16,be
16393__Conservative__uk.proc.d.1975-10-13.15,have
16393__Conservative__uk.proc.d.1975-10-13.15,make
16393__Conservative__uk.proc.d.1975-10-13.15,believe
16393__Conservative__uk.proc.d.1975-10-13.15,examine
16393__Conservative__uk.proc.d.1975-10-13.15,find
16393__Conservative__uk.proc.d.1975-10-13.15,be
16393__Conservative__uk.proc.d.1975-10-13.15,hand
16393__Conservative__uk.proc.d.1975-10-13.15,mean
16393__Conservative__uk.proc.d.1975-10-13.15,take
16393__Conservative__uk.proc.d.1975-10-13.15,know
16393__Conservative__uk.proc.d.1975-10-13.15,do
16393__Conservative__uk.proc.d.1975-10-13.15,affect
16393__Conservative__uk.proc.d.1975-10-13.15,do
16393__Conservative__uk.proc.d.1975-10-13.15,put
16393__Conservative__uk.proc.d.1975-10-13.15,know
16393__Conservative__uk.proc.d.1975-10-13.15,do
16393__Conservative__uk.proc.d.1975-10-13.15,do
16393__Conservative__uk.proc.d.1975-10-13.15,affect
16393__Conservative__uk.proc.d.1975-10-13.15,do
16393__Conservative__uk.proc.d.1975-10-13.15,be
16393__Conservative__uk.proc.d.1975-10-13.15,be
18853__Conservative__uk.proc.d.1975-10-13.32,show
18853__Conservative__uk.proc.d.1975-10-14.35,gain
18853__Conservative__uk.proc.d.1975-10-14.35,acknowledge
18853__Conservative__uk.proc.d.1975-10-14.35,need
18853__Conservative__uk.proc.d.1975-10-14.35,attempt
18853__Conservative__uk.proc.d.1975-10-14.35,deny
16393__Conservative__uk.proc.d.1975-10-14.35,be
16393__Conservative__uk.proc.d.1975-10-14.35,be
16393__Conservative__uk.proc.d.1975-10-14.35,hand
10399__Labour__uk.proc.d.1975-10-14.35,tell
10399__Labour__uk.proc.d.1975-10-14.35,represent
10399__Labour__uk.proc.d.1975-10-14.35,have
22119__Conservative__uk.proc.d.1975-10-14.35,have
22119__Conservative__uk.proc.d.1975-10-14.35,build
22119__Conservative__uk.proc.d.1975-10-14.35,leave
22119__Conservative__uk.proc.d.1975-10-14.35,muddle
19004__Conservative__uk.proc.d.1975-10-14.35,go
19004__Conservative__uk.proc.d.1975-10-14.35,suspect
19004__Conservative__uk.proc.d.1975-10-14.35,be
18971__Conservative__uk.proc.d.1975-10-14.35,know
18971__Conservative__uk.proc.d.1975-10-14.35,hear
18971__Conservative__uk.proc.d.1975-10-14.35,deal
18971__Conservative__uk.proc.d.1975-10-14.35,talk
17403__Conservative__uk.proc.d.1975-10-15.4,develop
17403__Conservative__uk.proc.d.1975-10-15.4,accept
17403__Conservative__uk.proc.d.1975-10-15.4,receive
17403__Conservative__uk.proc.d.1975-10-15.4,seem
17403__Conservative__uk.proc.d.1975-10-15.4,indulge
17403__Conservative__uk.proc.d.1975-10-15.4,wish
17403__Conservative__uk.proc.d.1975-10-15.4,transfer
16651__Conservative__uk.proc.d.1975-10-16.8,advise
16651__Conservative__uk.proc.d.1975-10-16.8,take
16651__Conservative__uk.proc.d.1975-10-16.8,have
16651__Conservative__uk.proc.d.1975-10-16.8,evidence
16651__Conservative__uk.proc.d.1975-10-16.8,sweep
16651__Conservative__uk.proc.d.1975-10-16.8,go
21749__Labour__uk.proc.d.1975-10-20.8,confirm
21749__Labour__uk.proc.d.1975-10-20.8,be
21749__Labour__uk.proc.d.1975-10-20.8,take
21924__Labour__uk.proc.d.1975-10-20.8,refer
21924__Labour__uk.proc.d.1975-10-20.8,cause
21924__Labour__uk.proc.d.1975-10-20.8,think
21823__Scottish_National_Party__uk.proc.d.1975-10-21.12,increase
21823__Scottish_National_Party__uk.proc.d.1975-10-21.12,be
17605__Liberal__uk.proc.d.1975-10-21.12,increase
17605__Liberal__uk.proc.d.1975-10-21.12,be
17605__Liberal__uk.proc.d.1975-10-21.12,think
17605__Liberal__uk.proc.d.1975-10-21.12,have
17605__Liberal__uk.proc.d.1975-10-21.12,lead
17605__Liberal__uk.proc.d.1975-10-21.12,give
17605__Liberal__uk.proc.d.1975-10-21.12,spend
17605__Liberal__uk.proc.d.1975-10-21.12,be
17605__Liberal__uk.proc.d.1975-10-21.12,employ
18236__Scottish_National_Party__uk.proc.d.1975-10-21.12,create
18236__Scottish_National_Party__uk.proc.d.1975-10-21.12,involve
18236__Scottish_National_Party__uk.proc.d.1975-10-21.12,multiply
16403__Labour__uk.proc.d.1975-10-21.12,say
16403__Labour__uk.proc.d.1975-10-21.12,spread
16403__Labour__uk.proc.d.1975-10-21.12,create
16403__Labour__uk.proc.d.1975-10-21.12,delay
16403__Labour__uk.proc.d.1975-10-21.12,improve
16428__Conservative__uk.proc.d.1975-10-21.14,do
16428__Conservative__uk.proc.d.1975-10-21.14,exist
16428__Conservative__uk.proc.d.1975-10-21.14,entitle
16428__Conservative__uk.proc.d.1975-10-21.14,ask
16428__Conservative__uk.proc.d.1975-10-21.14,accompany
16428__Conservative__uk.proc.d.1975-10-21.14,justify
22565__Conservative__uk.proc.d.1975-10-22.4,refer
16393__Conservative__uk.proc.d.1975-10-22.12,say
16393__Conservative__uk.proc.d.1975-10-22.12,differ
19420__Liberal__uk.proc.d.1975-10-22.12,deal
19420__Liberal__uk.proc.d.1975-10-22.12,propose
19420__Liberal__uk.proc.d.1975-10-22.12,tell
19420__Liberal__uk.proc.d.1975-10-22.12,recognise
19420__Liberal__uk.proc.d.1975-10-22.12,kill
19420__Liberal__uk.proc.d.1975-10-22.12,be
19420__Liberal__uk.proc.d.1975-10-22.12,enshrine
19420__Liberal__uk.proc.d.1975-10-22.12,face
19420__Liberal__uk.proc.d.1975-10-22.12,stay
19420__Liberal__uk.proc.d.1975-10-22.12,be
19420__Liberal__uk.proc.d.1975-10-22.12,stay
19420__Liberal__uk.proc.d.1975-10-22.12,take
19420__Liberal__uk.proc.d.1975-10-22.12,need
19420__Liberal__uk.proc.d.1975-10-22.12,smother
10327__Labour__uk.proc.d.1975-10-22.12,answer
10327__Labour__uk.proc.d.1975-10-22.12,say
10327__Labour__uk.proc.d.1975-10-22.12,smother
10327__Labour__uk.proc.d.1975-10-22.12,advance
10327__Labour__uk.proc.d.1975-10-22.16,involve
10327__Labour__uk.proc.d.1975-10-22.16,obtain
10327__Labour__uk.proc.d.1975-10-22.16,cause
10327__Labour__uk.proc.d.1975-10-22.16,blunt
10327__Labour__uk.proc.d.1975-10-22.16,hope
10327__Labour__uk.proc.d.1975-10-22.16,be
10327__Labour__uk.proc.d.1975-10-22.16,generate
10327__Labour__uk.proc.d.1975-10-22.16,want
10327__Labour__uk.proc.d.1975-10-22.16,avoid
10327__Labour__uk.proc.d.1975-10-22.16,hope
10327__Labour__uk.proc.d.1975-10-22.16,make
10327__Labour__uk.proc.d.1975-10-22.16,issue
10327__Labour__uk.proc.d.1975-10-22.16,use
10327__Labour__uk.proc.d.1975-10-22.16,avoid
10327__Labour__uk.proc.d.1975-10-22.16,behave
22141__Conservative__uk.proc.d.1975-10-23.11,urge
22141__Conservative__uk.proc.d.1975-10-23.11,look
22141__Conservative__uk.proc.d.1975-10-23.11,see
22141__Conservative__uk.proc.d.1975-10-23.11,cut
22141__Conservative__uk.proc.d.1975-10-23.11,refer
17691__Conservative__uk.proc.d.1975-10-27.6,establish
17691__Conservative__uk.proc.d.1975-10-27.6,give
17691__Conservative__uk.proc.d.1975-10-27.6,give
10565__Conservative__uk.proc.d.1975-10-28.11,say
10565__Conservative__uk.proc.d.1975-10-28.11,serve
10565__Conservative__uk.proc.d.1975-10-28.11,provide
10565__Conservative__uk.proc.d.1975-10-28.11,know
10565__Conservative__uk.proc.d.1975-10-28.11,have
10565__Conservative__uk.proc.d.1975-10-28.11,appeal
10565__Conservative__uk.proc.d.1975-10-28.11,take
10565__Conservative__uk.proc.d.1975-10-28.11,feel
10565__Conservative__uk.proc.d.1975-10-28.11,bear
10565__Conservative__uk.proc.d.1975-10-28.11,crush
10565__Conservative__uk.proc.d.1975-10-28.11,pass
10565__Conservative__uk.proc.d.1975-10-28.11,change
10565__Conservative__uk.proc.d.1975-10-28.11,year
18469__Conservative__uk.proc.d.1975-10-30.10,seem
18469__Conservative__uk.proc.d.1975-10-30.10,have
18469__Conservative__uk.proc.d.1975-10-30.10,raise
18469__Conservative__uk.proc.d.1975-10-30.10,finance
19303__Liberal__uk.proc.d.1975-11-04.13,do
19303__Liberal__uk.proc.d.1975-11-04.13,rid
19303__Liberal__uk.proc.d.1975-11-04.13,employ
19303__Liberal__uk.proc.d.1975-11-04.13,be
19303__Liberal__uk.proc.d.1975-11-04.13,employ
19303__Liberal__uk.proc.d.1975-11-04.13,require
19303__Liberal__uk.proc.d.1975-11-04.13,operate
10628__Scottish_National_Party__uk.proc.d.1975-11-04.13,feel
10628__Scottish_National_Party__uk.proc.d.1975-11-04.13,overburden
10628__Scottish_National_Party__uk.proc.d.1975-11-04.13,throw
10591__Conservative__uk.proc.d.1975-11-04.13,impose
17822__Labour__uk.proc.d.1975-11-06.9,see
17822__Labour__uk.proc.d.1975-11-06.9,run
17822__Labour__uk.proc.d.1975-11-06.9,know
17822__Labour__uk.proc.d.1975-11-06.9,be
17822__Labour__uk.proc.d.1975-11-06.9,exist
17822__Labour__uk.proc.d.1975-11-06.9,seem
21726__Conservative__uk.proc.d.1975-11-06.9,say
21726__Conservative__uk.proc.d.1975-11-06.9,grow
21726__Conservative__uk.proc.d.1975-11-06.9,involve
21726__Conservative__uk.proc.d.1975-11-06.9,compare
21726__Conservative__uk.proc.d.1975-11-06.9,land
17685__Labour__uk.proc.d.1975-11-07.4,involve
17685__Labour__uk.proc.d.1975-11-07.4,come
17685__Labour__uk.proc.d.1975-11-07.4,lead
21924__Labour__uk.proc.d.1975-11-11.5,consider
21924__Labour__uk.proc.d.1975-11-11.5,rest
18853__Conservative__uk.proc.d.1975-11-11.15,calculate
18853__Conservative__uk.proc.d.1975-11-11.15,promote
16836__Conservative__uk.proc.d.1975-11-11.15,haul
16836__Conservative__uk.proc.d.1975-11-11.15,have
16836__Conservative__uk.proc.d.1975-11-11.15,defend
16836__Conservative__uk.proc.d.1975-11-11.15,reduce
16836__Conservative__uk.proc.d.1975-11-11.15,tell
16836__Conservative__uk.proc.d.1975-11-11.15,be
16836__Conservative__uk.proc.d.1975-11-11.15,cause
16836__Conservative__uk.proc.d.1975-11-11.15,be
16836__Conservative__uk.proc.d.1975-11-11.15,give
16836__Conservative__uk.proc.d.1975-11-11.15,stand
16836__Conservative__uk.proc.d.1975-11-11.15,have
16836__Conservative__uk.proc.d.1975-11-11.15,fight
16836__Conservative__uk.proc.d.1975-11-11.15,have
16836__Conservative__uk.proc.d.1975-11-11.15,range
16836__Conservative__uk.proc.d.1975-11-11.15,set
16393__Conservative__uk.proc.d.1975-11-11.15,belong
16393__Conservative__uk.proc.d.1975-11-11.15,take
16393__Conservative__uk.proc.d.1975-11-11.15,put
16393__Conservative__uk.proc.d.1975-11-11.15,act
16393__Conservative__uk.proc.d.1975-11-11.15,want
16393__Conservative__uk.proc.d.1975-11-11.15,introduce
16393__Conservative__uk.proc.d.1975-11-11.15,call
16393__Conservative__uk.proc.d.1975-11-11.15,use
16393__Conservative__uk.proc.d.1975-11-11.15,stop
16393__Conservative__uk.proc.d.1975-11-11.15,corrupt
16393__Conservative__uk.proc.d.1975-11-11.15,say
16393__Conservative__uk.proc.d.1975-11-11.15,want
16393__Conservative__uk.proc.d.1975-11-11.15,take
16393__Conservative__uk.proc.d.1975-11-11.15,put
19004__Conservative__uk.proc.d.1975-11-11.15,want
19004__Conservative__uk.proc.d.1975-11-11.15,go
19004__Conservative__uk.proc.d.1975-11-11.15,create
19004__Conservative__uk.proc.d.1975-11-11.15,delay
19004__Conservative__uk.proc.d.1975-11-11.15,have
19004__Conservative__uk.proc.d.1975-11-11.15,own
19004__Conservative__uk.proc.d.1975-11-11.15,find
19004__Conservative__uk.proc.d.1975-11-11.15,try
19004__Conservative__uk.proc.d.1975-11-11.15,sell
19004__Conservative__uk.proc.d.1975-11-11.15,delay
19004__Conservative__uk.proc.d.1975-11-11.15,fall
19004__Conservative__uk.proc.d.1975-11-11.15,be
19004__Conservative__uk.proc.d.1975-11-11.15,fall
19004__Conservative__uk.proc.d.1975-11-11.15,be
10011__Labour__uk.proc.d.1975-11-12.19,fear
10011__Labour__uk.proc.d.1975-11-12.19,meet
10011__Labour__uk.proc.d.1975-11-12.19,prove
21924__Labour__uk.proc.d.1975-11-19.6,extend
21924__Labour__uk.proc.d.1975-11-19.6,say
21924__Labour__uk.proc.d.1975-11-19.6,talk
21924__Labour__uk.proc.d.1975-11-19.6,misconceive
21924__Labour__uk.proc.d.1975-11-19.6,lead
21924__Labour__uk.proc.d.1975-11-19.6,carry
21924__Labour__uk.proc.d.1975-11-19.6,increase
21924__Labour__uk.proc.d.1975-11-19.6,take
21924__Labour__uk.proc.d.1975-11-19.6,supervise
21924__Labour__uk.proc.d.1975-11-19.6,exist
21924__Labour__uk.proc.d.1975-11-19.6,divide
21851__Plaid_Cymru__uk.proc.d.1975-11-19.6,realise
21851__Plaid_Cymru__uk.proc.d.1975-11-19.6,tell
21851__Plaid_Cymru__uk.proc.d.1975-11-19.6,devolve
na__na__uk.proc.d.1975-11-20.9,add
na__na__uk.proc.d.1975-11-20.9,overwhelm
na__na__uk.proc.d.1975-11-20.9,have
na__na__uk.proc.d.1975-11-20.9,bear
na__na__uk.proc.d.1975-11-20.9,do
na__na__uk.proc.d.1975-11-20.9,reduce
na__na__uk.proc.d.1975-11-20.9,add
na__na__uk.proc.d.1975-11-20.9,reduce
na__na__uk.proc.d.1975-11-20.9,demand
na__na__uk.proc.d.1975-11-20.9,add
na__na__uk.proc.d.1975-11-20.9,complain
na__na__uk.proc.d.1975-11-20.9,acknowledge
na__na__uk.proc.d.1975-11-20.9,refer
na__na__uk.proc.d.1975-11-20.9,hold
na__na__uk.proc.d.1975-11-20.9,be
na__na__uk.proc.d.1975-11-20.9,comment
na__na__uk.proc.d.1975-11-20.9,reflect
na__na__uk.proc.d.1975-11-20.9,compare
na__na__uk.proc.d.1975-11-20.9,speak
na__na__uk.proc.d.1975-11-20.9,deal
na__na__uk.proc.d.1975-11-20.9,submit
na__na__uk.proc.d.1975-11-20.9,carry
na__na__uk.proc.d.1975-11-20.9,be
na__na__uk.proc.d.1975-11-20.9,employ
20052__Conservative__uk.proc.d.1975-11-20.9,deplore
20052__Conservative__uk.proc.d.1975-11-20.9,be
20052__Conservative__uk.proc.d.1975-11-20.9,control
20052__Conservative__uk.proc.d.1975-11-20.9,pervade
20052__Conservative__uk.proc.d.1975-11-20.9,come
20052__Conservative__uk.proc.d.1975-11-20.9,see
20052__Conservative__uk.proc.d.1975-11-20.9,employ
20052__Conservative__uk.proc.d.1975-11-20.9,complain
20052__Conservative__uk.proc.d.1975-11-20.9,employ
20052__Conservative__uk.proc.d.1975-11-20.9,voice
20052__Conservative__uk.proc.d.1975-11-20.9,compare
20052__Conservative__uk.proc.d.1975-11-20.9,bully
20052__Conservative__uk.proc.d.1975-11-20.9,badger
20052__Conservative__uk.proc.d.1975-11-20.9,believe
20052__Conservative__uk.proc.d.1975-11-20.9,be
20052__Conservative__uk.proc.d.1975-11-20.9,feed
20052__Conservative__uk.proc.d.1975-11-20.9,believe
20052__Conservative__uk.proc.d.1975-11-20.9,be
20052__Conservative__uk.proc.d.1975-11-20.9,reduce
20052__Conservative__uk.proc.d.1975-11-20.9,dislike
18586__Conservative__uk.proc.d.1975-11-20.9,believe
18586__Conservative__uk.proc.d.1975-11-20.9,believe
18586__Conservative__uk.proc.d.1975-11-20.9,paper
18586__Conservative__uk.proc.d.1975-11-20.9,secure
18586__Conservative__uk.proc.d.1975-11-20.9,make
18586__Conservative__uk.proc.d.1975-11-20.9,suppose
18586__Conservative__uk.proc.d.1975-11-20.9,appear
18586__Conservative__uk.proc.d.1975-11-20.9,be
18586__Conservative__uk.proc.d.1975-11-20.9,be
18586__Conservative__uk.proc.d.1975-11-20.9,achieve
18673__Conservative__uk.proc.d.1975-11-20.9,blame
18673__Conservative__uk.proc.d.1975-11-20.9,be
18673__Conservative__uk.proc.d.1975-11-20.9,lie
18673__Conservative__uk.proc.d.1975-11-20.9,cause
16717__Conservative__uk.proc.d.1975-11-21.6,continue
16717__Conservative__uk.proc.d.1975-11-21.6,determine
16717__Conservative__uk.proc.d.1975-11-21.6,keep
10011__Labour__uk.proc.d.1975-11-24.3,speak
10011__Labour__uk.proc.d.1975-11-24.3,call
10011__Labour__uk.proc.d.1975-11-24.3,increase
10422__Conservative__uk.proc.d.1975-11-24.17,have
10422__Conservative__uk.proc.d.1975-11-24.17,hand
10422__Conservative__uk.proc.d.1975-11-24.17,get
10422__Conservative__uk.proc.d.1975-11-24.17,be
10422__Conservative__uk.proc.d.1975-11-24.17,allow
10422__Conservative__uk.proc.d.1975-11-24.17,operate
10422__Conservative__uk.proc.d.1975-11-24.17,draw
10422__Conservative__uk.proc.d.1975-11-24.17,be
10422__Conservative__uk.proc.d.1975-11-24.17,be
10422__Conservative__uk.proc.d.1975-11-24.17,delay
10422__Conservative__uk.proc.d.1975-11-24.17,complain
10152__Labour__uk.proc.d.1975-11-25.5,agree
10152__Labour__uk.proc.d.1975-11-25.5,put
10152__Labour__uk.proc.d.1975-11-25.5,want
10152__Labour__uk.proc.d.1975-11-25.5,pay
10152__Labour__uk.proc.d.1975-11-25.5,be
17853__Conservative__uk.proc.d.1975-11-25.13,beg
17853__Conservative__uk.proc.d.1975-11-25.13,move
