w,p1,p2,p12,pmi_reg,pmi_2,pmi_3,npmi,period
entirely,504,5101,2,-20.29384430889686,-19.29384430889686,-18.29384430889686,29.27782854501821,1973-1976
edinburgh,504,1213,5,-16.899715663733065,-14.577787568845702,-12.255859473958342,10.500383726001632,1973-1976
look,504,20388,8,-20.292712561405295,-17.292712561405295,-14.292712561405294,9.758731926174866,1973-1976
anything,504,6785,3,-20.120450523084976,-18.535488022363822,-16.950525521642664,18.31442332351641,1973-1976
general,504,18793,6,-20.590225190515113,-18.00526268979396,-15.420300189072803,11.491623481909665,1973-1976
monster,504,82,4,-13.334831928118001,-11.334831928118001,-9.334831928118,9.619047946891827,1973-1976
anonymous,504,75,2,-14.206098613995799,-13.206098613995799,-12.206098613995799,20.495068020791315,1973-1976
groundswell,504,13,2,-11.67771964164101,-10.67771964164101,-9.67771964164101,16.84738821588713,1973-1976
rationing,504,283,2,-16.121938166331798,-15.121938166331798,-14.1219381663318,23.259040242085394,1973-1976
cope,504,1049,2,-18.012078886077184,-17.012078886077184,-16.012078886077184,25.985936885044357,1973-1976
assembly,504,5096,3,-19.70746698503506,-18.122504484313907,-16.53754198359275,17.938509507232244,1973-1976
ratepayer,504,2702,4,-18.3770918828256,-16.3770918828256,-14.377091882825603,13.256269662656658,1973-1976
base,504,6126,3,-19.97304707437772,-18.388084573656563,-16.803122072935405,18.180250922362994,1973-1976
neither,504,1944,2,-18.9020924271057,-17.902092427105696,-16.902092427105696,27.269955007010225,1973-1976
complicated,504,1356,2,-18.382421386636263,-17.382421386636263,-16.382421386636263,26.52022817403136,1973-1976
massive,504,2281,6,-17.5477681540909,-14.962805653369744,-12.377843152648586,9.793595879055696,1973-1976
contrary,504,1790,3,-18.19806129493038,-16.613098794209222,-15.028136293488068,16.564589239205212,1973-1976
anyone,504,5154,2,-20.308756745359535,-19.30875674535954,-18.30875674535954,29.299342643150485,1973-1976
keep,504,9633,3,-20.626086873225688,-19.04112437250453,-17.456161871783372,18.774673363822913,1973-1976
sector,504,7516,6,-19.268066774198818,-16.68310427347766,-14.098141772756504,10.753712819779372,1973-1976
talk,504,13385,3,-21.100646941306902,-19.515684440585744,-17.93072193986459,19.206636553181134,1973-1976
permit,504,2245,2,-19.109779653128427,-18.109779653128424,-17.109779653128424,27.5695843380492,1973-1976
name,504,4128,2,-19.98850717892317,-18.98850717892317,-17.98850717892317,28.837320181805904,1973-1976
nationalise,504,3782,5,-18.540285476562318,-16.218357381674952,-13.89642928678759,11.519727063296369,1973-1976
despair,504,291,2,-16.162155266408202,-15.1621552664082,-14.1621552664082,23.317061252924557,1973-1976
divide,504,1547,2,-18.572537404948953,-17.572537404948953,-16.572537404948953,26.794507610844633,1973-1976
taxis,504,1489,3,-17.93244546136086,-16.347482960639706,-14.762520459918548,16.32281528827705,1973-1976
inflationary,504,1409,2,-18.437735819809554,-17.437735819809554,-16.437735819809554,26.60003003246005,1973-1976
since,504,15618,3,-21.32323951990403,-19.738277019182874,-18.153314518461716,19.409249049776257,1973-1976
scottish,504,8299,10,-18.674073620582732,-15.35214552569537,-12.03021743080801,8.110047128074159,1973-1976
lead,504,8320,8,-18.99964773652837,-15.999647736528372,-12.99964773652837,9.136899189375567,1973-1976
today,504,15289,5,-20.5555582563113,-18.233630161423935,-15.911702066536574,12.77188644402147,1973-1976
something,504,12344,3,-20.983839769349494,-19.39887726862834,-17.813914767907185,19.100314083314156,1973-1976
continental,504,632,2,-17.28106067167702,-16.28106067167702,-15.28106067167702,24.93130053232974,1973-1976
growth,504,4668,14,-17.358513847149663,-13.551158925092057,-9.743804003034453,6.577543296371026,1973-1976
level,504,12005,9,-19.358702705175382,-16.18877770373307,-13.01885270229076,8.81052528942885,1973-1976
1974,504,5625,2,-20.43491730449168,-19.43491730449168,-18.43491730449168,29.481353856166212,1973-1976
effect,504,17058,7,-20.228085885840997,-17.42073096378339,-14.613376041725788,10.395179806046638,1973-1976
similar,504,4633,2,-20.155010890533188,-19.155010890533188,-18.155010890533188,29.077534260835282,1973-1976
remember,504,4411,2,-20.084169968592136,-19.084169968592132,-18.084169968592132,28.975332414058922,1973-1976
increase,504,36786,44,-18.684717494892546,-13.225285876255246,-7.765854257617948,4.9375743032057935,1973-1976
office,504,14267,7,-19.97031938433131,-17.162964462273706,-14.3556095402161,10.262714028202362,1973-1976
certain,504,13970,2,-21.747324323796743,-20.747324323796743,-19.747324323796743,31.374756954545493,1973-1976
form,504,11484,9,-19.294692537264787,-16.124767535822475,-12.954842534380163,8.781393006561254,1973-1976
unit,504,3548,3,-19.185107717079823,-17.60014521635867,-16.015182715637515,17.463037611147307,1973-1976
element,504,3782,2,-19.86221357144968,-18.86221357144968,-17.862213571449676,28.65511702060792,1973-1976
paper,504,12016,6,-19.944986520293035,-17.360024019571874,-14.77506151885072,11.131508923396927,1973-1976
socialist,504,1426,2,-18.455038189943807,-17.455038189943807,-16.455038189943807,26.62499207604836,1973-1976
enterprise,504,3028,9,-17.371504412043336,-14.201579410601024,-11.031654409158712,7.90611237068151,1973-1976
however,504,20520,4,-21.302023033994335,-19.302023033994335,-17.302023033994335,15.366161496023048,1973-1976
catch,504,2239,2,-19.105918736352514,-18.105918736352514,-17.105918736352514,27.564014212563304,1973-1976
subsidy,504,6921,4,-19.734044712904055,-17.734044712904055,-15.734044712904057,14.235104221993874,1973-1976
wealth,504,2193,2,-19.07597002017351,-18.07597002017351,-17.07597002017351,27.520807348250862,1973-1976
benefit,504,14077,7,-19.95097728980527,-17.143622367747664,-14.33626744569006,10.252774157887469,1973-1976
report,504,29007,2,-22.801393398001775,-21.801393398001775,-20.801393398001775,32.89545718065551,1973-1976
clause,504,19373,3,-21.63407718166913,-20.049114680947973,-18.46415218022682,19.69218568262782,1973-1976
transport,504,6389,2,-20.61865434779443,-19.61865434779443,-18.61865434779443,29.74643037736669,1973-1976
hear,504,13412,5,-20.366588596406338,-18.04466050151898,-15.722732406631614,12.65447299275067,1973-1976
giant,504,147,2,-15.176952268336283,-14.176952268336283,-13.176952268336281,21.89571377333726,1973-1976
word,504,12807,3,-21.036962370747556,-19.4519998700264,-17.867037369305244,19.148668358927132,1973-1976
write,504,6069,2,-20.544523028779356,-19.544523028779356,-18.544523028779356,29.639481491049082,1973-1976
democratic,504,2276,4,-18.1295647658065,-16.1295647658065,-14.1295647658065,13.077716590552159,1973-1976
clearly,504,6935,6,-19.151997589989726,-16.56703508926857,-13.982072588547412,10.688933374657143,1973-1976
though,504,5273,3,-19.756725704158594,-18.171763203437436,-16.586800702716282,17.983346725631876,1973-1976
simplification,504,85,2,-14.386670859637618,-13.386670859637618,-12.386670859637617,20.75557870410095,1973-1976
reflect,504,2457,2,-19.239962065862084,-18.239962065862084,-17.239962065862084,27.757397859311006,1973-1976
cost,504,20612,13,-19.608037082511853,-15.907597364370762,-12.207157646229671,7.644609834292172,1973-1976
area,504,33456,6,-21.42229476936834,-18.837332268647184,-16.25236976792603,11.956010355897671,1973-1976
family,504,9300,2,-21.160294924382672,-20.160294924382672,-19.160294924382672,30.527852551154783,1973-1976
extent,504,6182,2,-20.571137862358142,-19.571137862358142,-18.571137862358142,29.677878579467286,1973-1976
shopkeeper,504,609,3,-16.642615840685092,-15.057653339963938,-13.47269083924278,15.148761771872751,1973-1976
complain,504,1862,3,-18.254954780337556,-16.669992279616398,-15.085029778895242,16.616375921362344,1973-1976
whitehall,504,589,4,-16.179403747330376,-14.179403747330378,-12.179403747330376,11.670972775406923,1973-1976
ownership,504,2619,2,-19.33208026785051,-18.33208026785051,-17.332080267850515,27.890296332495318,1973-1976
parent,504,4710,2,-20.17879126800006,-19.17879126800006,-18.17879126800006,29.111842093477208,1973-1976
duplication,504,197,4,-14.599331742956293,-12.599331742956293,-10.599331742956293,10.531191752927937,1973-1976
thing,504,14104,7,-19.953741760762494,-17.146386838704892,-14.339031916647286,10.254194814929917,1973-1976
support,504,19429,3,-21.638241450437903,-20.053278949716745,-18.468316448995587,19.69597616341137,1973-1976
soviet,504,2000,2,-18.943064208162006,-17.943064208162006,-16.943064208162006,27.329064792356547,1973-1976
feeling,504,3853,4,-18.889046394159465,-16.889046394159468,-14.889046394159468,13.62556677998771,1973-1976
responsible,504,5645,2,-20.440037789160282,-19.440037789160282,-18.440037789160282,29.48874115400455,1973-1976
proliferate,504,35,3,-12.521600439723725,-10.936637939002571,-9.351675438281415,11.397651900384389,1973-1976
personal,504,3547,2,-19.769663538435108,-18.769663538435108,-17.769663538435108,28.521595546943686,1973-1976
rightly,504,2676,3,-18.77817982342022,-17.193217322699066,-15.60825482197791,17.092635879929702,1973-1976
person,504,11014,2,-21.404330816650795,-20.404330816650795,-19.404330816650795,30.87992192272892,1973-1976
frankly,504,556,2,-17.096220996223426,-16.096220996223426,-15.096220996223426,24.66463324919331,1973-1976
street,504,2170,2,-19.060759250831758,-18.060759250831758,-17.060759250831758,27.49886284675341,1973-1976
november,504,3385,2,-19.702220041962274,-18.702220041962274,-17.702220041962274,28.42429514904212,1973-1976
officer,504,5974,2,-20.521761445810707,-19.521761445810707,-18.521761445810707,29.60664346817743,1973-1976
hate,504,265,2,-16.02712847295048,-15.02712847295048,-14.02712847295048,23.122258767615964,1973-1976
ugly,504,152,2,-15.225207436943501,-14.225207436943505,-13.225207436943503,21.965331265784155,1973-1976
conceal,504,377,2,-16.53570063676858,-15.53570063676858,-14.535700636768583,23.855973306290508,1973-1976
danger,504,4601,9,-17.97508666316085,-14.805161661718536,-11.635236660276224,8.180814491412956,1973-1976
properly,504,3265,3,-19.065184699212555,-17.480222198491397,-15.895259697770243,17.353878976109048,1973-1976
nightmare,504,120,3,-14.29920801838728,-12.714245517666122,-11.129283016944967,13.015700048033109,1973-1976
worried,504,1324,4,-17.347967330307135,-15.347967330307135,-13.347967330307135,12.513913218468927,1973-1976
interference,504,711,4,-16.450985673119334,-14.450985673119332,-12.450985673119332,11.866877724172324,1973-1976
defenceless,504,39,2,-13.262682142362165,-12.262682142362165,-11.262682142362165,19.134005755672508,1973-1976
destroy,504,1805,3,-18.210100544553296,-16.625138043832138,-15.040175543110982,16.57554783647114,1973-1976
bring,504,18216,2,-22.13019849963654,-21.13019849963654,-20.13019849963654,31.927127629314015,1973-1976
acknowledge,504,1813,2,-18.801443133244074,-17.801443133244074,-16.801443133244074,27.12474876988708,1973-1976
satisfied,504,2964,2,-19.51060965580575,-18.51060965580575,-17.51060965580575,28.147859795151284,1973-1976
establish,504,5259,3,-19.752890204259455,-18.1679277035383,-16.582965202817142,17.979855503169958,1973-1976
disposal,504,1174,2,-18.174496616609968,-17.174496616609968,-16.174496616609968,26.220256139436447,1973-1976
memorandum,504,769,2,-17.564119711461743,-16.564119711461743,-15.564119711461744,25.339668405305947,1973-1976
water,504,7367,2,-20.824141450786623,-19.824141450786623,-18.824141450786623,30.042885601820167,1973-1976
salary,504,2635,2,-19.340867170024495,-18.340867170024495,-17.340867170024495,27.9029731526865,1973-1976
build,504,8138,4,-19.967738488573627,-17.967738488573627,-15.967738488573628,14.40367864761643,1973-1976
tier,504,513,3,-16.395132438385815,-14.810169937664659,-13.225207436943503,14.923492671160878,1973-1976
necessary,504,12922,2,-21.634821683203295,-20.634821683203295,-19.634821683203295,31.21244995287441,1973-1976
minister,504,50519,7,-21.79446346292563,-18.987108540868025,-16.179753618810423,11.200138646435578,1973-1976
although,504,13776,9,-19.557224349454447,-16.38729934801214,-13.217374346569825,8.900876383407484,1973-1976
part,504,30477,11,-20.41328158271138,-16.953849964074088,-13.49441834543679,8.512999635254651,1973-1976
rear,504,261,2,-16.005185920069803,-15.005185920069803,-14.005185920069803,23.090602355390565,1973-1976
express,504,8452,3,-20.437394474713702,-18.852431973992545,-17.26746947327139,18.602918140931,1973-1976
notice,504,5930,2,-20.511096312933283,-19.511096312933283,-18.511096312933283,29.59125693386475,1973-1976
find,504,23116,5,-21.15195598318816,-18.830027888300794,-16.508099793413432,13.142449186622006,1973-1976
regionalise,504,7,2,-10.784634845557521,-9.784634845557521,-8.784634845557521,15.558939209484148,1973-1976
executive,504,4134,6,-18.40564009620421,-15.820677595483051,-13.235715094761897,10.27238332616929,1973-1976
shortage,504,3200,2,-19.62113611327464,-18.62113611327464,-17.62113611327464,28.307315767228676,1973-1976
helpful,504,2394,2,-19.20248736044342,-18.202487360443417,-17.202487360443417,27.703333287644725,1973-1976
hall,504,1013,3,-17.3767358815799,-15.791773380858743,-14.206810880137587,15.816986630148103,1973-1976
dramatic,504,637,2,-17.29242948575622,-16.29242948575622,-15.292429485756218,24.947702264022585,1973-1976
police,504,9586,2,-21.20399314811888,-20.20399314811888,-19.20399314811888,30.590895761834666,1973-1976
imagine,504,1765,6,-17.177769890937306,-14.592807390216146,-12.00784488949499,9.58709591658417,1973-1976
aspect,504,6214,3,-19.993623948900602,-18.408661448179448,-16.823698947458286,18.1989808007151,1973-1976
additional,504,4480,3,-19.521600439723727,-17.936637939002573,-16.351675438281415,17.769326486772254,1973-1976
sweep,504,412,2,-16.663780450683134,-15.663780450683134,-14.663780450683134,24.040753418663016,1973-1976
come,504,36322,6,-21.540873446329314,-18.95591094560816,-16.370948444887006,12.022190375591979,1973-1976
white,504,8399,2,-21.01328177641978,-20.01328177641978,-19.01328177641978,30.315757411643247,1973-1976
country,504,42355,10,-21.02559649765839,-17.70366840277103,-14.381740307883666,9.131300537657376,1973-1976
european,504,7839,5,-19.591805738653733,-17.269877643766367,-14.947949548879008,12.173073336531045,1973-1976
side,504,14792,3,-21.244846932182956,-19.6598844314618,-18.074921930740643,19.337893041355752,1973-1976
inquiry,504,6568,2,-20.658518335277723,-19.658518335277723,-18.658518335277723,29.803941954418896,1973-1976
first,504,27536,2,-22.726311305540122,-21.726311305540122,-20.726311305540122,32.78713661820152,1973-1976
kind,504,14675,7,-20.01099788432709,-17.203642962269484,-14.39628804021188,10.28361864192028,1973-1976
least,504,10006,3,-20.680895159771463,-19.09593265905031,-17.51097015832915,18.82456201618108,1973-1976
domestic,504,3029,2,-19.54190578629529,-18.54190578629529,-17.541905786295292,28.19301056740755,1973-1976
rise,504,12352,2,-21.569736960767997,-20.569736960767997,-19.569736960767997,31.118552546579373,1973-1976
service,504,27805,17,-19.652873798941638,-15.565410957691297,-11.477948116440958,6.936602158877764,1973-1976
seek,504,13299,6,-20.09134757066518,-17.506385069944027,-14.92142256922287,11.213194580922824,1973-1976
system,504,18449,13,-19.4480952042216,-15.747655486080511,-12.047215767939418,7.582253095035323,1973-1976
friend,504,91549,11,-22.000104811800927,-18.54067319316363,-15.081241574526333,9.17475632124941,1973-1976
know,504,43386,17,-20.2947590438934,-16.207296202643057,-12.119833361392718,7.163159486901921,1973-1976
work,504,35705,20,-19.779190326396947,-15.457262231509583,-11.135334136622221,6.602455934065122,1973-1976
rather,504,12761,5,-20.294805596709292,-17.97287750182193,-15.650949406934568,12.609871707331413,1973-1976
whole,504,19707,6,-20.658737973710192,-18.073775472989038,-15.488812972267878,11.52986119426544,1973-1976
charge,504,7568,3,-20.278013796118156,-18.693051295397,-17.108088794675844,18.45784359530693,1973-1976
exempt,504,1152,2,-18.14720492494223,-17.14720492494223,-16.14720492494223,26.18088255120993,1973-1976
course,504,15295,2,-21.878052409945482,-20.878052409945482,-19.878052409945482,31.563357716137183,1973-1976
later,504,6379,3,-20.031431985958175,-18.446469485237017,-16.861506984515863,18.233395159126662,1973-1976
argue,504,5616,2,-20.43260714380448,-19.43260714380448,-18.43260714380448,29.478020998799128,1973-1976
last,504,28139,5,-21.43563526734499,-19.113707172457627,-16.79177907757026,13.318709036079506,1973-1976
spend,504,7837,2,-20.913365705179594,-19.913365705179594,-18.913365705179594,30.17160899115992,1973-1976
citizen,504,3181,6,-18.027582079318275,-15.442619578597117,-12.857657077875961,10.06138512949236,1973-1976
everything,504,2774,2,-19.415031995823522,-18.415031995823522,-17.415031995823522,28.00997037907515,1973-1976
plan,504,8681,2,-21.06092545036433,-20.06092545036433,-19.06092545036433,30.38449270377278,1973-1976
power,504,22913,23,-18.93759671012085,-14.414034754063836,-9.890472798006822,6.039748571026791,1973-1976
effectively,504,1751,3,-18.166280791212316,-16.58131829049116,-14.996355789770007,16.53566137807907,1973-1976
towards,504,7074,4,-19.765590427200838,-17.765590427200838,-15.765590427200836,14.257859644782508,1973-1976
exist,504,11230,11,-18.972918612150586,-15.513486993513286,-12.05405537487599,7.912321621122751,1973-1976
expand,504,1951,2,-18.907277986108944,-17.907277986108944,-16.907277986108944,27.277436187268442,1973-1976
dead,504,608,3,-16.640244936222345,-15.05528243550119,-13.470319934780033,15.146603681628173,1973-1976
happen,504,13269,3,-21.08808945039857,-19.503126949677416,-17.918164448956258,19.19520623236836,1973-1976
delighted,504,1493,2,-18.52127837363446,-17.52127837363446,-16.52127837363446,26.720556460566442,1973-1976
tory,504,2264,2,-19.121938166331798,-18.121938166331798,-17.121938166331798,27.587125364752286,1973-1976
conservative,504,9769,6,-19.646312596258987,-17.061350095537833,-14.476387594816675,10.964815832519765,1973-1976
industrial,504,12648,4,-20.603901575858288,-18.603901575858288,-16.603901575858288,14.862573313227525,1973-1976
even,504,22199,12,-19.83052449117679,-16.245561990455634,-12.660599489734476,7.980390125668756,1973-1976
organisation,504,7595,7,-19.060759250831758,-16.253404328774153,-13.446049406716549,9.795292583311332,1973-1976
reason,504,18290,3,-21.55108487741484,-19.966122376693683,-18.38115987597253,19.616642831787413,1973-1976
fatal,504,241,2,-15.89016925972988,-14.890169259729879,-13.890169259729879,22.92466838989855,1973-1976
excessive,504,1015,3,-17.3795814348513,-15.794618934130144,-14.209656433408986,15.819576764357187,1973-1976
conservatives,504,1080,2,-18.05409552055075,-17.05409552055075,-16.05409552055075,26.046554075234216,1973-1976
centralised,504,150,6,-13.621136113274641,-11.036173612553485,-8.451211111832329,7.602100810519531,1973-1976
life,504,9411,7,-19.370057316007074,-16.56270239394947,-13.755347471891865,9.954240346303099,1973-1976
ireland,504,20046,2,-22.26830669155604,-21.26830669155604,-20.26830669155604,32.12637563290242,1973-1976
accuse,504,1395,2,-18.42332933021647,-17.42332933021647,-16.42332933021647,26.579245861367486,1973-1976
cause,504,9388,5,-19.851953955135727,-17.53002586024836,-15.208097765361,12.334712511594685,1973-1976
pass,504,6813,6,-19.126391914206806,-16.54142941348565,-13.95646691276449,10.67464257490267,1973-1976
surprised,504,1675,2,-18.687225303732415,-17.687225303732415,-16.687225303732415,26.95996727366951,1973-1976
reorganisation,504,2336,4,-18.167104482379933,-16.167104482379933,-14.167104482379935,13.104795772020594,1973-1976
could,504,37471,17,-20.083303941622177,-15.995841100371837,-11.908378259121497,7.088525113632843,1973-1976
suggest,504,15722,6,-20.33281455723697,-17.74785205651581,-15.162889555794653,11.347959872089845,1973-1976
damage,504,3233,3,-19.050975214904845,-17.46601271418369,-15.881050213462535,17.34094494610203,1973-1976
totally,504,3888,3,-19.317129926384542,-17.732167425663384,-16.14720492494223,17.5832094048424,1973-1976
lady,504,7104,2,-20.771695789850025,-19.771695789850025,-18.771695789850025,29.96722250687079,1973-1976
state,504,50272,27,-19.839859886630645,-15.084972384467175,-10.330084882303707,6.019672906530498,1973-1976
exercise,504,4749,5,-18.868759869470892,-16.54683177458353,-14.224903679696165,11.723819678718726,1973-1976
accept,504,25152,6,-21.010702925037368,-18.42574042431621,-15.840777923595056,11.726296573774729,1973-1976
house,504,84466,11,-21.88393141631087,-18.424499797673572,-14.965068179036276,9.126308252308315,1973-1976
commerce,504,578,3,-16.56724310527944,-14.982280604558284,-13.397318103837126,15.080154551488361,1973-1976
unnecessary,504,1570,4,-17.593828767278907,-15.593828767278906,-13.593828767278906,12.691264756401432,1973-1976
freedom,504,2941,5,-18.17744289749962,-15.855514802612255,-13.533586707724893,11.294280293179009,1973-1976
maintain,504,5643,2,-20.439526557744266,-19.43952655774427,-18.43952655774427,29.48800360297592,1973-1976
early,504,12378,4,-20.572770530107558,-18.572770530107558,-16.572770530107558,14.840117010566393,1973-1976
elect,504,3321,3,-19.08971943028147,-17.504756929560315,-15.919794428839156,17.376211450742716,1973-1976
proportion,504,3428,2,-19.720431317612416,-18.720431317612416,-17.720431317612416,28.45056846611084,1973-1976
particular,504,10366,3,-20.73188910116346,-19.146926600442303,-17.56196409972115,18.870978701956385,1973-1976
trend,504,1351,2,-18.3770918828256,-17.3770918828256,-16.3770918828256,26.512539325313316,1973-1976
opposition,504,15977,5,-20.61906074712631,-18.297132652238947,-15.975204557351585,12.811342759996386,1973-1976
taxation,504,3783,6,-18.27763248382814,-15.69266998310698,-13.107707482385823,10.200940917422752,1973-1976
responsibility,504,10389,5,-19.99812100153094,-17.676192906643575,-15.354264811756215,12.425531203801427,1973-1976
normal,504,3768,2,-19.8568631731127,-18.8568631731127,-17.8568631731127,28.64739802746038,1973-1976
council,504,21144,2,-22.345240633141486,-21.34524063314149,-20.34524063314149,32.23736784890379,1973-1976
provision,504,16445,4,-20.982641311222682,-18.982641311222682,-16.982641311222682,15.13577628222643,1973-1976
national,504,20279,8,-20.284978814827923,-17.284978814827923,-14.284978814827923,9.755012780229977,1973-1976
term,504,20736,4,-21.317129926384542,-19.317129926384542,-17.317129926384542,15.377058815390347,1973-1976
ordinary,504,3119,3,-18.999185260152913,-17.41422275943176,-15.8292602587106,17.293803697741595,1973-1976
also,504,28564,8,-20.779190326396947,-17.779190326396947,-14.779190326396947,9.9926782791936,1973-1976
offer,504,6047,2,-20.53928378715147,-19.53928378715147,-18.53928378715147,29.631922863134513,1973-1976
member,504,120937,19,-21.6132485811072,-17.365321067663615,-13.117393554220032,7.3403621993979415,1973-1976
town,504,4633,3,-19.57004838981203,-17.985085889090875,-16.40012338836972,17.813425711392284,1973-1976
brussels,504,1615,12,-16.049635872360046,-12.464673371638892,-8.879710870917735,6.458848614586516,1973-1976
deal,504,34235,12,-20.455501814758257,-16.870539314037103,-13.285576813315947,8.231899502745271,1973-1976
extension,504,2143,13,-16.342256340035373,-12.641816621894279,-8.941376903753188,6.371375829505218,1973-1976
board,504,13582,8,-19.706688240483935,-16.706688240483935,-13.706688240483937,9.476913798963675,1973-1976
merely,504,4445,4,-19.09524762721705,-17.09524762721705,-15.095247627217049,13.774309528166391,1973-1976
promote,504,1350,2,-18.37602361543811,-17.37602361543811,-16.37602361543811,26.510998141251044,1973-1976
public,504,30164,19,-19.609892544390068,-15.361965030946479,-11.114037517502895,6.659975867437251,1973-1976
times,504,2184,2,-19.07003706441977,-18.07003706441977,-17.07003706441977,27.512247902407125,1973-1976
legislation,504,13246,6,-20.085586565671967,-17.50062406495081,-14.915661564229655,11.209979302816496,1973-1976
process,504,5018,2,-20.270176678909092,-19.270176678909092,-18.270176678909092,29.243683372605265,1973-1976
never,504,8763,2,-21.07448906705025,-20.07448906705025,-19.07448906705025,30.404060866302075,1973-1976
layer,504,41,8,-11.334831928118001,-8.334831928118,-5.3348319281180006,5.450901937335243,1973-1976
practice,504,5757,2,-20.468381420416453,-19.468381420416453,-18.468381420416453,29.529632370258614,1973-1976
third,504,5744,2,-20.46511995732297,-19.46511995732297,-18.46511995732297,29.5249270736276,1973-1976
attention,504,8155,4,-19.970749085099165,-17.970749085099165,-15.970749085099165,14.405850333955184,1973-1976
code,504,3237,2,-19.63772157370909,-18.63772157370909,-17.63772157370909,28.331243528748317,1973-1976
london,504,14117,4,-20.7624258374821,-18.7624258374821,-16.7624258374821,14.976924396280154,1973-1976
housing,504,12622,4,-20.600932831552843,-18.600932831552843,-16.600932831552843,14.86043181688396,1973-1976
gerald,504,53,2,-13.705200378063116,-12.705200378063116,-11.705200378063115,19.772424619821205,1973-1976
significance,504,974,2,-17.90505788558226,-16.90505788558226,-15.905057885582261,25.831538218359356,1973-1976
treasury,504,3747,3,-19.263837685107873,-17.67887518438672,-16.09391268366556,17.534700716357513,1973-1976
representative,504,4964,2,-20.254567323630273,-19.254567323630273,-18.254567323630273,29.22116383315304,1973-1976
multiply,504,158,5,-13.959132576789656,-11.637204481902295,-9.315276387014933,8.673296726108546,1973-1976
economy,504,6875,3,-20.139461420965507,-18.55449892024435,-16.969536419523195,18.331727788500668,1973-1976
monopoly,504,931,3,-17.254954780337556,-15.6699922796164,-14.08502977889524,15.706136694735507,1973-1976
forward,504,11511,2,-21.468005473823865,-20.468005473823865,-19.468005473823865,30.971785034862812,1973-1976
move,504,13874,2,-21.737376092744007,-20.737376092744007,-19.737376092744007,31.360404690940094,1973-1976
solve,504,2646,4,-18.34687726977859,-16.34687726977859,-14.346877269778593,13.23447442645401,1973-1976
another,504,16156,20,-18.63513425931564,-14.313206164428278,-9.991278069540916,6.220560636818131,1973-1976
civil,504,6055,16,-17.541191168081607,-13.541191168081607,-9.541191168081607,6.326647377369155,1973-1976
westminster,504,1280,2,-18.29920801838728,-17.29920801838728,-16.29920801838728,26.400176660322884,1973-1976
govern,504,1408,2,-18.436711542137214,-17.436711542137214,-16.436711542137214,26.598552312141674,1973-1976
experience,504,8042,2,-20.950618544300276,-19.950618544300276,-18.950618544300276,30.225353477418363,1973-1976
might,504,19289,6,-20.627808153987022,-18.042845653265864,-15.45788315254471,11.512598933200625,1973-1976
case,504,32448,6,-21.378159359782103,-18.793196859060945,-16.208234358339787,11.9313779148004,1973-1976
remark,504,5655,2,-20.4425912323771,-19.4425912323771,-18.4425912323771,29.492424993870646,1973-1976
account,504,9173,3,-20.55549534718292,-18.970532846461765,-17.385570345740607,18.710418187751333,1973-1976
past,504,10244,3,-20.71480896037623,-19.129846459655074,-17.544883958933916,18.855431687815543,1973-1976
financial,504,8980,4,-20.109779653128427,-18.109779653128424,-16.109779653128424,14.50613968946908,1973-1976
initial,504,995,2,-17.93583263893093,-16.93583263893093,-15.935832638930927,25.875936802400062,1973-1976
bureaucrat,504,142,3,-14.542064542283445,-12.957102041562287,-11.37213954084113,13.236757582525636,1973-1976
little,504,12047,4,-20.533666227597724,-18.533666227597724,-16.533666227597724,14.811909218912213,1973-1976
smother,504,20,2,-12.29920801838728,-11.29920801838728,-10.29920801838728,17.7440064149891,1973-1976
spawning,504,9,2,-11.147204924942228,-10.147204924942228,-9.147204924942228,16.082017264987183,1973-1976
apparatus,504,176,3,-14.851749041416058,-13.2667865406949,-11.681824039973746,13.518644561514424,1973-1976
good,504,28514,13,-20.076223022478647,-16.375783304337556,-12.675343586196464,7.827142069716167,1973-1976
interest,504,21995,6,-20.817205403576246,-18.23224290285509,-15.647280402133935,11.618303550835948,1973-1976
agency,504,4717,8,-18.18093380902951,-15.180933809029513,-12.180933809029515,8.74318101500579,1973-1976
read,504,7328,2,-20.81648371159686,-19.816483711596863,-18.816483711596863,30.031837819466674,1973-1976
nature,504,4792,2,-20.203692116288703,-19.203692116288703,-18.203692116288703,29.14776642381716,1973-1976
basis,504,10043,2,-21.271182592121438,-20.271182592121438,-19.271182592121434,30.687829639497245,1973-1976
intention,504,6347,3,-20.02417655006154,-18.439214049340386,-16.854251548619228,18.22679097676727,1973-1976
awful,504,210,2,-15.69152544116604,-14.69152544116604,-13.69152544116604,22.63808593795325,1973-1976
private,504,12092,4,-20.539045187127623,-18.539045187127623,-16.539045187127623,14.815789318031678,1973-1976
democracy,504,2849,5,-18.131591734936407,-15.809663640049044,-13.48773554516168,11.265791364088312,1973-1976
without,504,14742,4,-20.82492456658324,-18.82492456658324,-16.82492456658324,15.022007699548192,1973-1976
already,504,14785,7,-20.02177162445,-17.214416702392395,-14.407061780334791,10.289155249110566,1973-1976
possible,504,19191,4,-21.20542219214662,-19.20542219214662,-17.20542219214662,15.296478718283351,1973-1976
price,504,27899,8,-20.74520571467744,-17.74520571467744,-14.74520571467744,9.976335135595509,1973-1976
always,504,10158,7,-19.48025376005911,-16.672898838001505,-13.865543915943901,10.01087011623648,1973-1976
