id	window
21860-1977-07-25.3.4.32.1-conservative	do the compilation by the statistical department of the figure give by the right hon .gentleman include such thing as the cost of all the intervention store , the food throw away through fail to meet the size set by the Brussels bureaucracy , an apportionment of the overhead of the Common Market bureaucracy and the cost of not buy cheap food where it exist outside the Market ?be all that include ?
16836-1977-07-25.8.3.105.1-conservative	the great attraction of indexation as the hon .member for Cornwall , North ( Mr. Pardoe ) suggest , be that it will benefit those who have the knowledge , skill and bureaucracy to introduce indexation , and will totally crush those who be so stupid as to be unable to understand what indexation be all about .
18469-1977-07-25.27.1.13.8-conservative	it be the freedom for people to establish themselves that be be take away .that be why I object to many of these provision .where we have have freedom in the past , now there will be regulation .where we have have freedom that have be beneficial to the consumer , now there will be regulation that will be damaging to the consumer .where we have have enterprise that have create one of the great growth industry in this country and as be manifestly benefical to the people of this country , at home and abroad , in future we shall have great bureaucracy and control .that be why I object generally to these provision .
18469-1977-07-25.28.1.5.2-conservative	the promoter of the Bill have do a grave disservice to certain of our bank .bank be only one of the example to be give .no doubt large contracting firm have insurance broke department .but by the provision as it stand such people will be disqualify from call themselves insurance broker .can anybody say what good that do to the public ?I suggest that it do the public no good whatever .this be make a change for change 's sake , and indeed for bureaucracy 's sake .it could be achieve by a relatively minor amendment , without do any damage to the Bill .but since that have not be do , it be one more reason for object to the Bill .
21796-1977-07-26.11.1.2.4-conservative	there will be great disappointment that one of the genuinely new proposal in the statement be for the establishment of joint council and advisory board , which appear to be yet another tier of governmental bureaucracy to be impose upon the people of Wales and Scotland , who already have enough to bear .do this not all point to the grievous error of not take an all - party approach on a matter of such vital constitutional importance to the whole of the United Kingdom ?
21743-1977-07-27.4.12.6.1-labour	my hon .friend be quite right .I be on the Opposition Front Bench at the time and lead our opposition to this increase in bureaucracy .I must point out that whereas every ratepayer have one local authority do these job , as a result of the Bill introduce by the Conservatives ratepayer now find district council , county council , water authority and health authority involve .that be four bureaucracy for the price of one that we face as a result .
21743-1977-07-27.4.12.8.1-labour	I be not sure that that be right .no doubt the complicated reason that the hon .Gentleman have put forward explain why he abstain from vote on my proposal .I must correct what I say a moment ago when I say that we now have four bureaucracy for the price of one .in fact we have four bureaucracy for more than four time the price of one .
18240-1977-07-28.26.1.2.20-labour	British Council ELT staff be apparently deploy in advisory role in the State bureaucracy and within teacher training college .there be no direct teaching do at primary or secondary level .many nigerian english language teacher apparently do not use the teacher ' book , partly because they fail to understand they .anyway , only a few class have adequate supply of book .furthermore — this relate directly to my own experience in Lagos — the oral component of examination be optional and insufficient attention be therefore pay to oral skill .
17853-1977-10-26.14.1.8.5-conservative	we also welcome the Chancellor 's decision to bring additional help to the construction industry .however , 30,000 new job represent one - tenth of the present rate of unemployment in that industry .the Chancellor have a long way to go to correct the mistake which he make in choose to prefer the bureaucracy to the building industry when make the cut last year .
21990-1977-11-03.7.1.120.10-conservative	"""the Queen 's Speech stress the importance of increase output and of reduce unemployment in the United Kingdom .but this raise the spectre of misjudged Government intervention as the method choose to achieve these end .the phrase """" manpower measure """" smack of more and more bureaucracy , include more job centre which have create not one job in all their existence ."""
10034-1977-11-04.12.1.46.18-liberal_democrats	nor can many NHS problem be solve by legislation .the Conservatives show just how much damage could be do to the NHS in their zeal for legislation .one of the three major problem that have face the NHS over the last few year arise directly from the reorganisation measure which the Conservatives introduce .they create a top - heavy bureaucracy which be divert the time and attention of far too many people in the NHS and be employ far too many people on the wrong task .I hope that eventually we can simplify it , but it would not now be productive to spend too much of the time of the House or the time of those in the NHS in undo the damage that have be do .we must let those concern get on with the job as well they can .where immediate local change can be make , in response to the perceive absurdity of the original reorganisation , in Liverpool , for example , we should let those concern get on with the job .
10565-1977-11-08.10.1.14.1-conservative	will the Minister agree that one of the thing learn from the last 10 year of poverty programme be that people should be consult when they arc to be affect by decision , before a decision be take rather than afterwards ?why be it , therefore , that when the right hon .Gentleman come to Liverpool on Friday he talk about the big bureaucracy and ministerial committee rather than insist that people , and the inner city community , should be part of the process ?be he throw off balance when he miss his train from London to Liverpool ?
17616-1977-11-08.12.1.37.1-conservative	as to the expand rôle for the NEB , how much will this extra bureaucracy cost in money ?how many extra people will be need in the office for this ?
19398-1977-11-08.12.1.38.1-labour	the cost will be infinitesimal in relation to the total expenditure of the NEB .it be impossible to calculate it at this stage .the hon .member for Surrey , North - West ( Mr. Grylls ) , be a severe critic of the neb and come to quite erroneous conclusion on occasion as to its rôle and activity .the expenditure on bureaucracy , as he describe it , will be tiny .I want to see effective organisation in the region , and I believe that what I propose today will result in effective organisation .
18622-1977-11-08.12.1.119.15-conservative	I ask the proponent of exchange control and great public investment in our industry — a policy promote by many in the Labour Party — to think through the proposition .first , the Exchequer proceed of North Sea oil will not be very large .they will be between £ 2 billion and £ 3 billion only .even if the Whitehall bureaucracy be able to pick winner — we have see its attempt at that one have only to look at the oil platform saga , which be a perfect example of whitehall picking winner — it be not the winner who will have any problem in find capital in the market , as the Wilson Committee will surely say ; it be the loser .
18622-1977-11-08.12.1.119.29-conservative	of course , there be many of our manufacturing industry that have make substantial progress and that would benefit from a great regime of freedom with regard to the exchange rate and less bureaucracy in the manner in which they operate overseas .
22529-1977-11-09.21.1.23.9-conservative	I put this argument to the House .one of the difficulty about devolve the scheme a long way down be that the accountability of fund to the House be make much more difficult .one of the great increase in bureaucracy in the Manpower Services Commission and throughout the Government service have come about through try to control accountability .I suggest to my right hon .friend the Member for Taunton ( Mr. du Cann ) , who be Chairman of the Public Accounts Committee , that the House ought now to see whether there be not well way of have accountability which do not involve the degree of bureaucracy and centralisation or regionalisation which have to take place at present .
21646-1977-11-09.21.1.52.3-labour	the question pose by the right hon .member for Lowestoft be a very fair one .how do we ensure accountability for the money which be to be spend on the youth opportunity programme without involve some great bureaucracy ?I think that the idea on which we be now work provide a large part of the answer to this question .the area board that will be responsible for approve the programme — the power will be devolve to they — will be comprise of people who be representative , in the true sense , of the community in the board area .the people who will be responsible for put up the project to they will be people who be representative of their own local community .in other word , the people who be involve in the programme will themselves determine the accountability in the sense of how the programme be carry out .the amount allocate , for which I shall be answerable to this House will be in direct proportion to the youth unemployment problem of the particular area .
22529-1977-11-09.21.1.53.1-conservative	may I say what I be try to get across to the House ?because of the need to account for every single penny , there be always a tendency to set up a bureaucracy .in a number of country this be not do .if anything go wrong here , the Minister be accountable for it .I believe that the more these scheme be devolve to the people who be really affect by they the well the scheme will be .on the other hand , I accept that there will be great danger of something go wrong .I think that a number of thing will go wrong .there might even be the odd scandal or two .but we have to get this into perspective , and I do not think that we do this in the House of Commons .that be what worry I very much about all these scheme .that be the point I be try to make .that be why I think that Richard O'Brien , for whom I have the great respect , feel that he be tie somewhat in have to have a bureaucratic set - up — I do not say that it be all that bureaucratic , but there be a degree of bureaucracy — in order to avoid the kind of thing to which I have refer .
21646-1977-11-09.21.1.54.1-labour	I do not know that Richard O'Brien would use exactly those word , but if he have imply that there be any bureaucracy , he may have in mind the way in which he have to run the Training Services Agency and the Employment Services Agency .I do not think that anyone could claim that work experience , job creation and similar project have a bureaucratic administration .if anything , we have gamble with some of they .I regret that some of they have fail , but 90 per cent .of they have be successful , and it be on that ground that I defend the programme before the House .
17691-1977-11-14.9.1.90.5-conservative	the tragedy be that what we do today will have its full effect upon succeed generation .we be one nation .we divide at peril to ourselves and to the delight only of our enemy .the Government seek to hand over the way but not the mean .the cost to Scotland will be an overwhelming bureaucracy — expensive and crush .we would be the most over - govern and the most expensively over - govern country in the world .in my view , the problem inherent in the Bill would result in the break - up of the United Kingdom .
22218-1977-11-14.9.1.100.3-labour	again , one of the danger in a narrow majority be that the right hon .Gentleman have to be in this House so much .but there be nearly 7,000 civil servant in Scotland whom he be suppose to control , so that when this kind of executive devolution go too far the danger be of government not only by bureaucracy but , it may well be , by a second - class bureaucracy without proper ministerial supervision .
21738-1977-11-14.9.1.104.7-liberal	why be the present Bill well ?first , the financial arrangement be well in two respect .there be the Government 's willingness to consider sympathetically — that be in the White Paper — direct taxation power if cost be meet .as the House will recall , we propose that income tax power be give to the Assembly .the Government demonstrate clearly that that would cost about £ 8 million directly if it be possible to vary the tax , which be the whole point of it anyway , and about £ 8 million indirectly , and that it would result in the necessary employment of about two 2,000 civil servant , who , ironically , would be place in England .I do not think that we in the Liberal Party could argue for cut down bureaucracy and , on the other hand , argue for a solution of that kind .
19169-1977-11-14.9.1.169.3-conservative	"""I have find during the last few month in Scotland that the reason why there be a tide of opinion grow against the Bill — I do not say how strong the tide be , but such tide as exist be against the concept of a Scottish Assembly — be that people be say in a straightforward and common sense way """" we have enough government .we be feed up with regional council , district council and community council , and whatever else happen , we do not want another tier of government . """"that be an old argument , but it be one that be sway many mind in Scotland , and ally to that be the fact that most people think — and I believe rightly — that there be too many civil servant and there be too much bureaucracy , and they do not want any more ."""
19169-1977-11-14.9.1.169.6-conservative	apart from the argument about more bureaucracy , more government and more taxation — powerful though they be in people 's mind — at the end of the day the key argument which will sway the people in Scotland — and which should sway the people of the United Kingdom as a whole , and would if they be give the chance — be the slippery slope argument .of course , I agree with my hon .friend the Member for North Angus and Mearns and the right hon .Member for Belfast , East ( Mr. Craig ) when they say that we should look at the way in which the House be run .of course we should consider possible change in the constitution .nobody be say that the status quo be totally satisfactory .what we be say be that this particular Bill be a bad Bill and that if it be implement it will lead we down the slippery slope towards the break - up of the United Kingdom .
22141-1977-11-15.8.1.30.3-conservative	"— [ official Report , 15th January 1976 ; Vol .903 , c.592 . ]when I listen to the argument advance by the right hon .and learn Gentleman I marvel at the insensitivity of Ministers and the astonishing forbearance of English member .do they not care for democracy ?why should their constituent suffer nominate body that operate in a manner that the right hon .and learn Gentleman regard as intolerable ?why should the english endure government by a remote bureaucracy ?if all these thing be as bad as the Government make out , why do they not make a serious attempt to provide an Assembly for Britain as a whole and not just for a fragment of it ?I can well understand the irritation of English Members as they see the Welsh and the Scots pick out for these allege privilege and the economic benefit that they fear may follow ."""
22141-1977-11-15.8.1.42.12-conservative	I do not propose to repeat in detail all the other criticism that I voice in the debate of December and January a year ago .I shall simply say that serious anxiety remain in the countryside and in the North about the domination that would be exercise by industrial Wales , and that deep hostility exist about the cost of the bureaucracy involve .
14158-1977-11-15.8.1.74.2-labour	today we be witness — and if we be gutless we shall be participate in — the final ignominy .a westminster which in my lifetime govern and administer perhaps no few than 600 million people have now become so palsied that it shrink from govern little more than 50 million and so febrile be we require to confess ourselves and so fearful of responsibility — we who have the arrogance and the courage to presume to administer so many hundred of million of diverse people with a handful of civil servant — that we be undermine the sovereignty of Parliament .at the same time , we be ready voluntarily to declare our readiness to place ourselves still far into the bondage of burgeon bureaucracy .
21851-1977-11-15.8.1.82.3-plaid_cymru	as a party , the Conservatives still deploy the old anti - disestablishment argument against the very mild measure of control which the Government now propose to give the Welsh people over the bureaucracy which be so firmly in the saddle and which be ride Wales today .conservative still live emotionally in the nineteenth century , and as a party they have not yet come to term with the fact that the British Empire have go .they be still a party of british imperial nationalist — a breed , as we have just hear , not confine to one party .
21851-1977-11-15.8.1.104.2-plaid_cymru	yet the only alternative offer by those who oppose this measure of devolution be still more procedural reform , still more bureaucracy , still more strength for the Welsh Office and still more bureaucrat in the Welsh Office .they speak of bureaucrat attach to the Welsh Assembly but they do not speak of the bureaucrat in the Welsh Office , of whom they want to see more .
21658-1977-11-15.8.1.153.4-labour	in Wales we have community council , 36 district council , eight county council , a Welsh Office , numerous ad hoc authority and a Secretary of State in the Cabinet .we have Parliament meet here at Westminster .then we have the European Economic Community with its added bureaucracy .to all this we be to add a Welsh Assembly .
10011-1977-11-15.8.1.176.3-labour	the position of Scottish and Welsh parliamentarian at Westminster have not be fully think through .a new bureaucracy will be establish in Cardiff .we be tell that it will involve an extra 1,150 civil servant .one party activist in my constituency tell I that the only advantage he could see in the Bill be as a job creation scheme for civil servant in Wales .
21711-1977-11-15.8.1.189.2-labour	the nominate body have proliferate over so many year .the post have be essentially fill by those whom we term Tory placeman .as the Secretary of State have admit , there be also the bureaucracy of the Welsh Office .I remember a meeting in a Committee Room which be attend by my right hon .and learn Friend and make a great impression upon I at the time .my right hon .and learn friend say that he have to make a decision about road .he say that the M4 in South Wales need to be build but that there be many road scheme in other part of Wales that deserve a high degree of priority .he point out that the decision have be leave to he and that he feel that such decision should be make by elect representative .I agree with his point of view .of course , the Conservatives want to retain the present system whereby their placeman have benefit so much over the year .
16392-1977-11-15.8.1.215.1-labour	of course .we have have all this out before .my child be recite it as a nursery rhyme .there be no need for any Welshman or Scotsman to apologise in any sense whatsoever for that deficit .indeed , it should be big because of the need of those area .they have be similarly afflict , for exactly the same reason as have other area of Britain , include the North - East and the North - West .be they demographic or geographic reason , historical or economic reason , perhaps political reason , or reason of capitalism or bureaucracy , whatever the reason for that deficit happen to be , they should not be the cause of apology or shame .they should be a source of inspiration and demand .
21848-1977-11-15.8.1.225.2-labour	it be amazing that this House should have waste so much of its time last Session and be propose to waste its time this session consider this piece of legislation .indeed , it be not only amazing but in some sense tragic when we consider the real problem in Wales : the problem in the steel industry at Port Talbot , Shotton , and even Ebbw Vale , the problem of unemployment and the problem of depopulation in North Wales .these issue be not tackle in the Bill .it make no contribution to those issue .the Bill be a time waster for this House and a money waster for the country .it merely seek to build up another stratum of bureaucracy cover Wales — an additional glorify county council .for the people of Wales , it will cost more money and it will achieve nothing .
16443-1977-11-16.4.14.3.1-conservative	do the Minister realise that these misguided proposal have be savagely criticise in many quarter because they be rightly see as nothing less than a spiteful attack on the motorist ?how can it possibly be justify to burden individual and company with a new tax and the expensive new bureaucracy that would be need to operate it ?will the Minister think again about this socialist lunacy ?
18597-1977-11-17.7.1.141.12-conservative	we need action on four front .first , we need a speedy transition to full child benefit .secondly — and I agree totally here with the right hon .member for Blackburn — we must raise the level of the child benefit to a more realistic and sensible point , a point which restore some part of what have be erode over the last few year .the third and fourth aspect go together , and here I slightly differ from the view express by the right hon .Lady in say that indexation be not the main point .we need to devise machinery which can speedily adjust child benefit and which do not take month of bureaucracy to get anything do .
17717-1977-11-21.11.1.7.2-conservative	the fact that 67 per cent .of case do not succeed be a reasonably clear indication that a substantial proportion of that number probably should never have be bring .however , one be concern , too , about the grow legalisation of tribunal proceeding .as legal remedy have be provide , it follow practically inevitably that more and more of the proceeding become involved in the legal bureaucracy .the decision of other court be refer to and the whole thing , instead of be the fairly simple , rough - and - ready , quick way of resolve these dispute for which many of we have hope , be become a fairly legalistic procedure .in some people 's mind that raise the feeling that the claimant ought to have legal aid .
19713-1977-11-21.12.1.82.1-conservative	I be grateful for my hon .friend 's intervention .it would not be right to have a debate such as this without make clear that we appreciate the very difficult time that the road haulage industry be have with soar cost , extra licensing charge , its exclusion by the Government from the 5p off petrol,—which reduction be a result of conservative action in the summer — and increase bureaucracy , as well as the many other difficulty that be put so many haulage firm out of business .
19169-1977-11-22.13.1.120.12-conservative	other thing , like more bureaucracy , more taxation and more public expenditure , be at risk , but the most precious thing be the unity of the United Kingdom .we must hammer home that the unity of the United Kingdom be at risk because the Bill inescapably introduce element into the constitution of the United Kingdom which will result in friction .
19206-1977-11-23.5.9.5.1-labour	be the Minister aware that I welcome very much his intention to bring forward some sort of tenant ' charter ?will he give we an assurance that he will ensure that tenant be free from some of the bullying bureaucracy with which they have have to contend in the past ?will he also ensure that the discrepancy between the exchange ' arrangement of one town and another be rectify , because some be completely absurd at present ?
19169-1977-11-23.15.1.22.7-conservative	"""by air the advantage of this idea one can show the severe disadvantage of the Government 's proposal .for example , one of the major disadvantage — and this will come out more and more in the referendum campaign , if he ever get to it — will be more government .this argument have be put forward endlessly in the House in previous debate , and rightly so , because the matter be so important .People in Scotland be feed up with more government and more bureaucracy , and more expenditure and more taxation to back it all up .I hear one of my hon .friend add """" and more inefficiency and more election """" .the people of Scotland , and those live in other part of the United Kingdom , object to all those increase .at least the Scottish Grand Committee sit in Edinburgh would not let we in for any more of that .there would be no extra bureaucracy and expense , except perhaps for a few ticket .generally , we would get rid of all the extra ."""
16836-1977-11-23.16.1.17.7-conservative	the amendment do not deal with the extra layer of government .it do not deal with the ridiculous extra bureaucracy that the Assembly be impose on the happy people of Scotland .however , as long as the Assembly last — if it come into be I hope that it have a short and disagreeable life , for I do not wish to see it break up the unity of the United Kingdom —
18760-1977-11-23.19.1.2.4-conservative	"""as I understand it , the main change bring about by these regulation — the Parliamentary Secretary will correct I if I be wrong — be that for the first time there will be very strict control over the distribution of semen .it have be say — the hon .Gentleman use the phrase in correspondence with I — that some people have """" exploit a loophole """" in the 1957 regulation .for a start , I say that that be a rotten bad argument .the mere fact that regulation allow people to do something do not necessarily mean , save possibly in the language and in the world of Whitehall , that they should subsequently , for that reason , be stop from do it .I hope that the hon .Gentleman will not spoil his case by deploy an argument that smack of costive bureaucracy rather than common sense ."""
22050-1977-11-23.19.1.21.2-conservative	I can not understand , first , why the Government propose it , because I remember the speech of the right hon .gentleman the Secretary of State for Energy at his party conference when he rail against the monopoly in this country and say that they be the cause of our economic decline .I can not understand why my right hon .friend the Member for Yeovil ( Mr. Peyton ) , who make his point about the monopoly , be so hesitant about express his view in the Lobby against the monopoly which be propose here .I know that it be not a perfect monopoly .I know that the hon .member for Londonderry ( Mr. Ross ) say that some private breeder can select their own semen and their own bull , but the economic involve and the weight of the licensing arrangement and bureaucracy be unlikely to allow full freedom to develop .the House be excuse itself from ask question and ask for assurance , have be buy off by the promise of a review .
10422-1977-11-23.21.1.3.4-conservative	have say that , it be amazing how , the moment one of these new benefit be introduce , it seem that a vast army of bureaucrat begin to decide who can not benefit .it be amazing how the rule can be make to exclude as many as possible .that in itself be not a crime , because we all have a responsibility to be careful about what be do with public money , but when introduce benefit for the disabled I believe that the other criterion should apply .surely bureaucracy should try to include as many as possible .
16418-1977-11-24.9.1.139.11-conservative	I fear that the creation of a powerful new supranational Parliament in whose train there will come a new and powerful bureaucracy will create a grow burden for the people of Europe .the electoral arrangement envisage in the Bill will be virtually meaningless to the british electorate and be likely to mean a totally unreal relationship between European Assemblyman and elector in this country .
17919-1977-11-24.10.1.6.2-labour	we have be tell that there will he a new structure of government because the Home Secretary say so .we know to our cost that government structure mean a great deal of expenditure .there will be more member of Parliament .some of we believe that the member of the European Assembly will be pay rather more than member of this Parliament .therefore , there will be an increase of expenditure there .no doubt there will also be an increase in the bureaucracy .
22195-1977-11-24.16.1.5.6-labour	"""by the time the Board have be appoint , a small staff be already in post , include staff second from the Welsh Office , and office accommodation have be provide .the next step be to build up the complement of staff .in this respect , I would draw my hon .friend 's attention to the fact that when the Community Land Bill be first publish a staffing requirement for Wales of 750 be envisage .indeed , approval be later give to an initial complement of 200 , but , in the event , the Authority have do its """" housekeeping """" so well that it have manage with few than 50 staff .this be a remarkable achievement , and one which should silence opponent of what be sometimes refer to as our """" swollen bureaucracy """" ."""
21906-1977-11-25.3.3.46.4-conservative	I could go on to speak of a relentless build - up of bureaucracy , of how 20 per cent .of the country be produce the manufacture wealth upon which the other 80 per cent .be live .I could speak of the insane situation whereby we pour taxpayer ' money into support the over - man industry of steel and the railway but hold back from increase the manning to acceptable level of the police and the Army .I be give only random example of the way in which the Government , on their record , have be handle the country 's economic resource .for our ill they blame everybody but themselves .they blame the world economic recession .it suit they to forget that they never allow the Conservative Government to blame the remarkable world commodity rise that double price , or the oil crisis , which increase the price of oil fourfold , cause we to curb our attempt to restrain public spending .it do not suit they to remember that when we leave office our competitor ' rate of inflation be the same as our and that now our inflation rate be twice that of our competitor .it do not suit they to remember that they now have benefit that we never have .for example , there have be a fall in commodity price that have improve the term of trade in our direction by about 12 per cent .there have be an improvement in our balance of payment as North Sea gas revenue have increase from £ 310 million in 1973 to £ 2·7 billion now .
21906-1977-11-25.3.3.48.10-conservative	we be talk about the importance of personal taxation and the spending of the benefit of North Sea oil in reduce personal taxation .we be tell that the Government 's taxation policy would be successful .we be promise that the Government would work more easily with trade unionist , who would work hard under a Labour Government .why have they not do so ?why be industrial production so low ?why be our industrial production so low when that of our competitor continue to increase ?why do we have over - manning in our industry ?why be there so much moonlighting ?why be there so much tax fiddling ?why be there such a drift from productive manufacturing to the State bureaucracy , where there be index - relate pension ?why be so many of our good entrepreneur go abroad ?I speak with the knowledge that one of the foremost manufacturer in my constituency have pack up his bag and go .why be there so many demand to break the 10 per cent .pay limit ?
10158-1977-11-25.3.3.64.1-labour	there be some member of the Government and of the bureaucracy who think about these matter from time to time .I be sorry if I be very flattering to the hon .Gentleman .I do not mean to harm his chance of advancement in his party .but he make a very important point .I be glad that he make it , because none of his colleague seem to have take it up .
18287-1977-11-25.3.4.6.13-labour	employer must be expect to observe good industrial relation practice .they should be oblige to observe health and safety regulation and to recognise employment right .I be suspicious of all government , all bureaucracy , and all officialdom , and I want to see the reduction of as many as possible of the difficulty that they inevitably create .but we must recognise that the Government have an overriding responsibility to ensure that the oil revenue that we discuss in the early debate be use to regenerate british manufacturing industry and be use within the public sector , which be need as a complementary aspect to that investment programme , to ensure that we bring down unemployment and maintain and increase the social wage at the same time .
21860-1977-11-28.6.1.24.2-conservative	the hon .Gentleman refer in his statement to a proposal for community driving licence .do he not make clear in Europe that we do not need they , just as we do not need Community passport , that they will be purely cosmetic , give a lot of job to bureaucracy , and that all that be necessary be to recognise the british passport throughout the Community and vice versa ?
21860-1977-11-28.9.1.34.2-conservative	the hon .member for Heeley want to know how we could possibly make a judgment on some of the complicated proposal .let we take the subject of eviscerate chicken , for example .as a boy I always know about chicken but I do not know about eviscerate chicken .I consult local producer who tell I all about it , about its cost and the vast increase in bureaucracy that the proposal would produce .however , when I examine the proposal for the harmonisation of emulsify mayonnaise , I learn that it involve no world - shatter proposal , so I do not raise the matter but just read about it .one have a feel for what be worth debate and what be not .
18904-1977-11-28.9.1.56.15-conservative	I be a keen european and I be quite prepared for a good deal of this kind of nonsense , but I hope that our entry into the EEC would diminish it somewhat .I still hope that it will diminish .last week the Chairman of the Commission blame Whitehall for be bureaucratic , as if he be a snow - white innocent in the matter of bureaucracy before he become chairman and afterwards .but the Foreign Secretary should ask he to look at the harmonisation practice of the Commission to see whether he can make they less bureaucratic .
19169-1977-11-30.8.1.9.3-conservative	they be desert the devolution cause because they see before they the prospect of more government , more civil servant , more bureaucracy , more red tape , more expense to keep the civil servant in be , and so on .I do not agree with the criticism from the SNP on this , but the reason for those criticism be that where , before , one local government official be do a job , now there be three .People see that this will happen , say , under this Bill .
19169-1977-11-30.8.1.13.3-conservative	People in Scotland will feel that this be another excuse for create job for the boy .the Assembly will fix its own salary , and I believe that it will fix they good .at the same time , all the new junior Ministers will require more civil servant .I be sure that the bad fear of the scottish electorate concern more government , more bureaucracy , more civil servant , more red tape and more expense , will be realise .
19169-1977-11-30.8.1.15.4-conservative	at the same time as have that happy knowledge , people in London will also know that they will be subsidise a bureaucracy in Scotland .it will be out of the taxis that be be pay in other part of the United Kingdom that the block grant will be fund to keep the Secretaries of State and Assistant Secretaries of State in office , with the salary to which they would like to accustom themselves .I repeat that it will be a matter of job for the boy — indeed , expensive job for the boy .
19169-1977-11-30.8.1.15.5-conservative	why be industry and commerce in Scotland so implacably oppose to this Bill in any shape or form ?it be not only that they fear — quite rightly — that the Scottish Assembly would have the power to increase and impose more taxis , as for example , to derate industrial premise as it would under the present system — a subject that we could not debate last night due to the guillotine .commerce and industry be also opposed to the Bill because of the endless intervention that they would have from all these Secretaries of State and Assistant Secretaries of State , with the concomitant bureaucracy and red tape .
19169-1977-11-30.8.1.15.6-conservative	I very much hope that the Committee will consider the amendment in a broad way .we be try to cut down the cost and the bureaucracy that the Government seek to inflict on we .
22565-1977-11-30.8.1.62.3-conservative	one of the reason why we be suppose to be have this set - up , this Assembly , be that the exist situation be suppose to be remote .we be suppose to be remote .if the hon .member for Inverness a few week ago be in his constituency see his constituent and the hon .member for Dunbartonshire , East ( Mrs. Bain ) be to come and see I , that mean that we be very closely in touch and we be not remote .it be an absolute untruth to say that the present system be remote , except in the sense that there be too many official and that it be too difficult to get to the seat of power .have more assistant , with great bureaucracy , and with the ten- dency to have more interference , will create the very thing that it be suppose to be cure — remoteness .
16393-1977-11-30.8.1.106.2-conservative	I believe it to be a natural and inevitable compulsion upon anyone with the power of any office in the bureaucracy , and frequently in politic , to attempt to enlarge his sphere of influence and therefore to elevate the strength of his position by enlarge the number of people who assist he .the little man work in an office with no assistant be not so important as the man in another office with 10 assistant .that be an inevitable characteristic .it be a characteristic of regionalisation .when that happen it be not that the pyramid get small , it be that a whole layer underneath it raise it up and so the environmental planning officer be now much more important than the former sanitary inspector .
10591-1977-11-30.8.1.109.9-conservative	the other reason why we should restrict the number of Under - Secretaries , or whatever they be to be call , be that we shall have a competitive situation .I think that the hon .member for West Lothian ( Mr. Dalyell ) would certainly accept this .if we have what be in effect a Scottish Education Minister in Edinburgh and a Scottish Education Minister down here , obviously they will want equality of knowledge and undoubtedly they will have a bureaucracy add on , with one or two more civil servant to provide more information .
10591-1977-11-30.8.1.111.7-conservative	I ask the Committee to accept the amendment , which will put some restraint on this appalling confusion .let we also throw out the clause , because it will create extra bureaucracy , will be most expensive , and will bring about such a sense of frustration that eventually it will lead to the break - up of Britain .
18184-1977-12-05.8.1.97.10-conservative	I believe that we have here a classic example of slothfulness and buck - passing in this amorphous mass of bureaucracy in Whitehall , but in listen to the impressive speech of my right hon .friend the Member for Bridlington ( Mr. Wood ) we have a refreshing degree of frankness from he .we have a degree of frankness that we do not get in politic or in public today .he say that , in all honesty , he believe that he have a share — but a small share , I believe the House will come to judge — in the responsibility for these development .
19169-1977-12-06.6.5.20.3-conservative	as I have say before in this Committee — no doubt I shall say it again , because it be very important — one of the main reason why , at the end of the day , I believe that a referendum in Scotland will throw out this Bill be precisely that the people of Scotland will realise what they be let themselves in for , in term of money — endless extra expense , into which I will not go now , for the extra civil servant , the bureaucracy and all the rest of it .
19169-1977-12-06.6.5.20.10-conservative	"""even assume that the Minister say """" yes """" , and the Scottish Assembly be able to borrow more money , who will finance that debt ?it will be taxpayer in other part of the United Kingdom , who will rightly say """" why , have set up this expensive scottish bureaucracy , should we be call upon to service a debt which this possibly profligate Scottish Assembly have assume ? """""""
18577-1977-12-08.11.1.6.6-conservative	I turn now to Clause II , item 6 of the schedule , and emphasise that it be the small business , not the big international corporation , which be the backbone of the Northern Ireland economy .my information be that very severe pressure have be put upon small business by the present Government through some of their general economic legislation for the United Kingdom .in particular , the pre - sure of bureaucracy and the growth of control under this Government have make life very much more difficult for the small business man in Northern Ireland , just as in the rest of the United Kingdom .I be talk to a few of they yesterday .
16405-1977-12-08.11.1.28.5-conservative	I suggest , with reference to Class II in the schedule , that there may be room for economy in the body and bureaucracy deal with assistance to industry .I be not speak of scheme themselves so much as the body and bureaucracy deal with assistance to industry .the setting up of the Northern Ireland Development Agency might have be the occasion for administrative rationalisation .how , I wonder , do this change fit in with the old Industrial Enterprise Fund set up in 1964 or with the Industrial Development Organisation within the Department of Commerce ?I understand that the Department of Commerce have its own scheme under the Industrial Investment General Assistance Acts and the Industrial Development Act .how do all this fit together ?be it cost an unnecessary amount of money or administration ?
21918-1977-12-08.11.1.34.9-labour	the other rather major point raise concerned comprehensive education .I do not think that I can abbreviate any answer on comprehensive education .it be a serious subject .there be an intensity in the representation of opinion on this subject that can not be ignore , and I would not wish to do so .I repeat what I say when the hon .member for Antrim , North be courteous enough to allow I to intervene during his speech .the Secretary of State be responsible for the affair of Northern Ireland .those of we who work with he as Ministers recognise and accept that overall supervision and control be vest in he .I repeat that he be an elect representative in this House .he be available for question .there be many opportunity to bring to his attention the matter before the House tonight .therefore , I do not accept that there be any element of bureaucracy applicable in the House to those who answer on behalf of the Secretary of State .in the final analysis it be the Secretary of State who be responsible for all the affair of Northern Ireland .
