id,adj
17491__Labour__uk.proc.d.1975-02-13.12,undergrowth
22010__Conservative__uk.proc.d.1975-02-13.12,system
10037__Labour__uk.proc.d.1975-02-17.8,mind
17616__Conservative__uk.proc.d.1975-02-17.8,capitalism
22441__Conservative__uk.proc.d.1975-02-17.8,intervention
22441__Conservative__uk.proc.d.1975-02-17.8,intervention
10649__Labour__uk.proc.d.1975-02-17.8,nature
17097__Conservative__uk.proc.d.1975-02-17.8,system
17691__Conservative__uk.proc.d.1975-02-18.9,structure
18586__Conservative__uk.proc.d.1975-02-20.12,consequences
21651__Conservative__uk.proc.d.1975-02-25.15,controls
14202__Labour__uk.proc.d.1975-02-25.15,interference
16454__Conservative__uk.proc.d.1975-02-26.9,provisions
18683__Conservative__uk.proc.d.1975-02-27.13,body
18683__Conservative__uk.proc.d.1975-02-27.13,economy
18683__Conservative__uk.proc.d.1975-02-27.13,body
18683__Conservative__uk.proc.d.1975-02-27.13,stagnation
17163__Labour__uk.proc.d.1975-03-03.11,amendment
21904__Labour__uk.proc.d.1975-03-12.13,way
19420__Liberal__uk.proc.d.1975-03-12.13,corpus
16475__Labour__uk.proc.d.1975-03-12.13,expenditure
16475__Labour__uk.proc.d.1975-03-12.13,employment
16414__Ulster_Unionist_Party__uk.proc.d.1975-03-13.22,clutter
16770__Ulster_Unionist_Party__uk.proc.d.1975-03-13.22,indifference
10649__Labour__uk.proc.d.1975-03-18.4,system
16431__Conservative__uk.proc.d.1975-03-19.13,system
10034__Liberal_Democrats__uk.proc.d.1975-03-25.10,assumption
21969__Conservative__uk.proc.d.1975-03-26.8,machine
22244__Conservative__uk.proc.d.1975-04-07.9,nature
22150__Conservative__uk.proc.d.1975-04-07.9,traditions
21776__Labour__uk.proc.d.1975-04-08.13,machine
21704__Labour__uk.proc.d.1975-04-10.6,sense
22170__Liberal__uk.proc.d.1975-04-14.14,body
18907__Conservative__uk.proc.d.1975-04-14.17,expenses
10615__Conservative__uk.proc.d.1975-04-14.24,control
16421__Labour__uk.proc.d.1975-04-16.9,structure
18999__Labour__uk.proc.d.1975-04-17.13,machinery
19323__Labour__uk.proc.d.1975-04-21.9,service
10635__Plaid_Cymru__uk.proc.d.1975-04-28.6,strings
18971__Conservative__uk.proc.d.1975-04-29.7,paraphernalia
18853__Conservative__uk.proc.d.1975-04-29.7,requirements
22490__Conservative__uk.proc.d.1975-04-30.8,delays
17605__Liberal__uk.proc.d.1975-04-30.8,one
16431__Conservative__uk.proc.d.1975-04-30.8,monster
19169__Conservative__uk.proc.d.1975-04-30.8,delay
21966__Conservative__uk.proc.d.1975-05-01.16,nightmare
18007__United_Kingdom_Independence_Party__uk.proc.d.1975-05-02.7,reply
16842__Conservative__uk.proc.d.1975-05-05.25,delays
18702__Liberal__uk.proc.d.1975-05-05.28,necessities
17823__Liberal__uk.proc.d.1975-05-13.10,superstructure
16717__Conservative__uk.proc.d.1975-05-13.12,expression
22195__Labour__uk.proc.d.1975-05-13.12,inefficiency
21823__Scottish_National_Party__uk.proc.d.1975-05-15.9,mind
17922__Labour__uk.proc.d.1975-05-16.19,ideal
19178__Conservative__uk.proc.d.1975-05-23.12,machine
19178__Conservative__uk.proc.d.1975-05-23.12,indifference
19178__Conservative__uk.proc.d.1975-05-23.12,jungle
22158__Labour__uk.proc.d.1975-06-09.6,structure
22499__Liberal__uk.proc.d.1975-06-09.10,guile
16760__Conservative__uk.proc.d.1975-06-17.4,bingo
16436__Labour__uk.proc.d.1975-06-19.4,structure
16393__Conservative__uk.proc.d.1975-06-23.7,school
19291__Labour__uk.proc.d.1975-06-23.7,rules
16428__Conservative__uk.proc.d.1975-06-25.11,muddle
17691__Conservative__uk.proc.d.1975-06-25.11,process
22028__Labour__uk.proc.d.1975-06-25.11,control
21851__Plaid_Cymru__uk.proc.d.1975-06-26.8,element
10591__Conservative__uk.proc.d.1975-06-30.9,machinery
16393__Conservative__uk.proc.d.1975-07-01.15,organisations
16393__Conservative__uk.proc.d.1975-07-01.15,organisation
10327__Labour__uk.proc.d.1975-07-01.15,body
10563__Conservative__uk.proc.d.1975-07-02.10,obstacle
10563__Conservative__uk.proc.d.1975-07-02.10,obstacle
10563__Conservative__uk.proc.d.1975-07-02.10,tangle
16426__Labour__uk.proc.d.1975-07-02.10,set
16394__Ulster_Popular_Unionist__uk.proc.d.1975-07-07.12,mentality
10212__Conservative__uk.proc.d.1975-07-08.11,obstacles
18210__Labour__uk.proc.d.1975-07-08.11,procedures
10034__Liberal_Democrats__uk.proc.d.1975-07-15.11,interference
21717__Liberal_Democrats__uk.proc.d.1975-07-16.11,bullies
16717__Conservative__uk.proc.d.1975-08-06.17,imposition
18853__Conservative__uk.proc.d.1975-10-13.15,tangle
16836__Conservative__uk.proc.d.1975-10-13.15,delays
16393__Conservative__uk.proc.d.1975-10-13.15,principle
16393__Conservative__uk.proc.d.1975-10-13.15,State
19093__Labour__uk.proc.d.1975-10-14.35,nonsense
18853__Conservative__uk.proc.d.1975-10-14.35,approach
18853__Conservative__uk.proc.d.1975-10-14.35,monster
21902__Conservative__uk.proc.d.1975-10-14.35,body
21902__Conservative__uk.proc.d.1975-10-14.35,nonsense
16393__Conservative__uk.proc.d.1975-10-14.35,way
16393__Conservative__uk.proc.d.1975-10-14.35,countries
22094__Conservative__uk.proc.d.1975-10-15.4,way
18673__Conservative__uk.proc.d.1975-10-16.8,tangle
18673__Conservative__uk.proc.d.1975-10-16.8,burden
18046__Conservative__uk.proc.d.1975-10-16.8,machine
10223__Labour__uk.proc.d.1975-10-20.12,positions
22119__Conservative__uk.proc.d.1975-10-20.12,muddle
16404__Labour__uk.proc.d.1975-10-21.12,control
16403__Labour__uk.proc.d.1975-10-21.12,way
16403__Labour__uk.proc.d.1975-10-21.12,structure
21823__Scottish_National_Party__uk.proc.d.1975-10-21.12,growth
16393__Conservative__uk.proc.d.1975-10-22.12,system
16393__Conservative__uk.proc.d.1975-10-22.12,investment
16393__Conservative__uk.proc.d.1975-10-22.12,control
10327__Labour__uk.proc.d.1975-10-22.12,structure
22141__Conservative__uk.proc.d.1975-10-23.11,direction
19401__Conservative__uk.proc.d.1975-10-28.11,procedure
19401__Conservative__uk.proc.d.1975-10-28.11,procedure
10565__Conservative__uk.proc.d.1975-10-28.11,machinery
10037__Labour__uk.proc.d.1975-11-05.9,puppets
16389__Labour__uk.proc.d.1975-11-06.9,scrutiny
17822__Labour__uk.proc.d.1975-11-06.9,system
18354__Conservative__uk.proc.d.1975-11-10.10,tidiness
19004__Conservative__uk.proc.d.1975-11-11.15,nightmare
16393__Conservative__uk.proc.d.1975-11-11.15,tyranny
18943__Labour__uk.proc.d.1975-11-19.6,structure
21851__Plaid_Cymru__uk.proc.d.1975-11-19.6,control
17823__Liberal__uk.proc.d.1975-11-19.6,process
21638__Conservative__uk.proc.d.1975-11-19.6,society
10276__Conservative__uk.proc.d.1975-11-20.9,system
10276__Conservative__uk.proc.d.1975-11-20.9,control
10647__Conservative__uk.proc.d.1975-11-20.9,Socialism
17491__Labour__uk.proc.d.1975-11-20.9,adjectives
18892__Conservative__uk.proc.d.1975-11-27.10,reasons
21855__Labour__uk.proc.d.1975-12-02.4,madman
22049__Conservative__uk.proc.d.1975-12-02.5,structure
16390__Labour__uk.proc.d.1975-12-02.5,structure
17464__Liberal__uk.proc.d.1975-12-03.3,bloody
19209__Conservative__uk.proc.d.1975-12-04.16,times
16436__Labour__uk.proc.d.1975-12-05.4,machine
17522__Conservative__uk.proc.d.1975-12-05.4,procedure
17522__Conservative__uk.proc.d.1975-12-05.4,body
19107__Conservative__uk.proc.d.1975-12-08.8,arrangements
16431__Conservative__uk.proc.d.1975-12-08.8,muddle
21749__Labour__uk.proc.d.1975-12-09.11,organisations
18760__Conservative__uk.proc.d.1975-12-09.13,dicta
21855__Labour__uk.proc.d.1975-12-10.6,madman
16421__Labour__uk.proc.d.1975-12-17.12,measures
18760__Conservative__uk.proc.d.1975-12-18.12,muddle
18184__Conservative__uk.proc.d.1975-12-18.29,Government
18478__Ulster_Unionist_Party__uk.proc.d.1976-01-12.8,system
21924__Labour__uk.proc.d.1976-01-13.5,system
21851__Plaid_Cymru__uk.proc.d.1976-01-13.5,tier
21851__Plaid_Cymru__uk.proc.d.1976-01-13.5,tier
21904__Labour__uk.proc.d.1976-01-13.5,control
17607__Conservative__uk.proc.d.1976-01-13.5,schizophrenia
10572__Labour__uk.proc.d.1976-01-13.5,arrangement
18656__Labour__uk.proc.d.1976-01-14.4,costs
18240__Labour__uk.proc.d.1976-01-14.7,tier
18240__Labour__uk.proc.d.1976-01-14.7,overload
18586__Conservative__uk.proc.d.1976-01-14.10,system
22141__Conservative__uk.proc.d.1976-01-15.8,government
14158__Labour__uk.proc.d.1976-01-15.8,machine
14158__Labour__uk.proc.d.1976-01-15.8,elite
10247__Labour__uk.proc.d.1976-01-15.8,structure
10091__Labour__uk.proc.d.1976-01-19.8,tape
10187__Conservative__uk.proc.d.1976-01-19.11,machine
21680__Independent__uk.proc.d.1976-01-20.10,blot
17717__Conservative__uk.proc.d.1976-01-21.8,burden
17605__Liberal__uk.proc.d.1976-01-22.6,State
17860__Labour__uk.proc.d.1976-01-23.5,nonsense
18853__Conservative__uk.proc.d.1976-01-26.8,Socialism
16974__Labour__uk.proc.d.1976-01-26.8,apparatus
22251__Conservative__uk.proc.d.1976-01-29.9,burdens
22251__Conservative__uk.proc.d.1976-01-29.9,management
22237__Labour__uk.proc.d.1976-01-30.4,decisions
22496__Conservative__uk.proc.d.1976-01-30.4,nests
17616__Conservative__uk.proc.d.1976-02-04.4,schemes
18971__Conservative__uk.proc.d.1976-02-04.13,muddle
18656__Labour__uk.proc.d.1976-02-09.10,Act
16922__Conservative__uk.proc.d.1976-02-10.9,decisions
22094__Conservative__uk.proc.d.1976-02-11.14,extension
16393__Conservative__uk.proc.d.1976-02-12.10,inquiry
na__na__uk.proc.d.1976-02-17.13,society
18586__Conservative__uk.proc.d.1976-02-18.12,machine
18971__Conservative__uk.proc.d.1976-02-25.11,scheme
18469__Conservative__uk.proc.d.1976-03-03.10,nightmare
22244__Conservative__uk.proc.d.1976-03-04.12,manner
16454__Conservative__uk.proc.d.1976-03-04.12,prying
18174__Labour__uk.proc.d.1976-03-05.4,boards
17616__Conservative__uk.proc.d.1976-03-05.4,solution
17616__Conservative__uk.proc.d.1976-03-05.4,interference
19964__Labour__uk.proc.d.1976-03-09.12,nightmare
16426__Labour__uk.proc.d.1976-03-09.12,type
17043__Conservative__uk.proc.d.1976-03-12.10,blunder
18853__Conservative__uk.proc.d.1976-03-15.5,nonsense
18853__Conservative__uk.proc.d.1976-03-15.5,problem
19212__Labour__uk.proc.d.1976-03-16.4,system
16394__Ulster_Popular_Unionist__uk.proc.d.1976-03-18.4,approach
22170__Liberal__uk.proc.d.1976-03-23.8,authorities
21715__Conservative__uk.proc.d.1976-03-26.6,inefficiency
22480__Conservative__uk.proc.d.1976-03-26.6,interference
18225__Labour__uk.proc.d.1976-03-29.11,system
10635__Plaid_Cymru__uk.proc.d.1976-03-29.11,control
18175__Labour__uk.proc.d.1976-03-29.11,organisation
18110__Conservative__uk.proc.d.1976-03-29.14,nonsense
17268__Conservative__uk.proc.d.1976-03-30.26,pressures
18656__Labour__uk.proc.d.1976-04-02.4,tangle
10327__Labour__uk.proc.d.1976-04-02.12,inquiries
10511__Labour__uk.proc.d.1976-04-05.9,nonsense
17616__Conservative__uk.proc.d.1976-04-07.9,costs
21725__Labour__uk.proc.d.1976-04-07.9,delays
21725__Labour__uk.proc.d.1976-04-07.9,procedures
10276__Conservative__uk.proc.d.1976-04-08.10,push
16393__Conservative__uk.proc.d.1976-04-14.7,bodies
18719__Conservative__uk.proc.d.1976-04-14.20,machine
16389__Labour__uk.proc.d.1976-04-26.4,nightmare
22557__Conservative__uk.proc.d.1976-04-26.8,nonsense
21969__Conservative__uk.proc.d.1976-05-03.11,interference
21726__Conservative__uk.proc.d.1976-05-03.24,machine
10647__Conservative__uk.proc.d.1976-05-04.8,monster
18971__Conservative__uk.proc.d.1976-05-04.8,device
22040__Labour__uk.proc.d.1976-05-05.7,interference
16836__Conservative__uk.proc.d.1976-05-07.5,organisation
10591__Conservative__uk.proc.d.1976-05-10.5,Assembly
16974__Labour__uk.proc.d.1976-05-10.12,control
18622__Conservative__uk.proc.d.1976-05-11.7,regulations
22557__Conservative__uk.proc.d.1976-05-13.6,incompetence
10535__Labour__uk.proc.d.1976-05-13.6,incompetence
10535__Labour__uk.proc.d.1976-05-13.6,incompetence
na__na__uk.proc.d.1976-05-13.11,days
10591__Conservative__uk.proc.d.1976-05-17.3,headquarters
18892__Conservative__uk.proc.d.1976-05-17.6,understatement
10276__Conservative__uk.proc.d.1976-05-19.13,standards
16389__Labour__uk.proc.d.1976-05-19.13,industries
19097__Conservative__uk.proc.d.1976-05-26.14,decision
16443__Conservative__uk.proc.d.1976-06-07.32,contraption
22050__Conservative__uk.proc.d.1976-06-07.32,ups
16454__Conservative__uk.proc.d.1976-06-07.32,operation
16454__Conservative__uk.proc.d.1976-06-07.32,discretion
16454__Conservative__uk.proc.d.1976-06-07.32,machinery
16454__Conservative__uk.proc.d.1976-06-07.32,machine
16454__Conservative__uk.proc.d.1976-06-07.32,method
16454__Conservative__uk.proc.d.1976-06-07.32,machinery
16454__Conservative__uk.proc.d.1976-06-07.32,machinery
16454__Conservative__uk.proc.d.1976-06-07.32,board
16454__Conservative__uk.proc.d.1976-06-07.32,merits
16443__Conservative__uk.proc.d.1976-06-07.32,machinery
16443__Conservative__uk.proc.d.1976-06-07.32,empire
16443__Conservative__uk.proc.d.1976-06-07.39,structure
16771__Conservative__uk.proc.d.1976-06-07.39,machine
16771__Conservative__uk.proc.d.1976-06-07.39,machine
22244__Conservative__uk.proc.d.1976-06-07.40,cost
16436__Labour__uk.proc.d.1976-06-07.40,way
17345__Conservative__uk.proc.d.1976-06-07.40,reasons
17345__Conservative__uk.proc.d.1976-06-07.40,decisions
22032__Labour__uk.proc.d.1976-06-08.12,nightmare
18389__Labour__uk.proc.d.1976-06-09.3,elephant
na__na__uk.proc.d.1976-06-09.6,dictatorships
16426__Labour__uk.proc.d.1976-06-09.6,dictatorship
16405__Conservative__uk.proc.d.1976-06-11.3,institution
21969__Conservative__uk.proc.d.1976-06-11.3,agencies
22183__Conservative__uk.proc.d.1976-06-14.11,machine
19270__Conservative__uk.proc.d.1976-06-14.11,organizations
16842__Conservative__uk.proc.d.1976-06-17.18,State
21851__Plaid_Cymru__uk.proc.d.1976-06-21.3,State
22529__Conservative__uk.proc.d.1976-06-21.11,processes
18930__Conservative__uk.proc.d.1976-06-21.11,means
18930__Conservative__uk.proc.d.1976-06-21.11,attitude
10565__Conservative__uk.proc.d.1976-06-21.11,ladder
16403__Labour__uk.proc.d.1976-06-21.11,scheme
21960__Labour__uk.proc.d.1976-06-21.11,cost
21855__Labour__uk.proc.d.1976-06-21.11,scheme
22050__Conservative__uk.proc.d.1976-06-22.12,machine
17345__Conservative__uk.proc.d.1976-06-22.15,face
16389__Labour__uk.proc.d.1976-06-24.20,bias
16421__Labour__uk.proc.d.1976-06-30.4,body
21836__Labour__uk.proc.d.1976-06-30.10,system
16760__Conservative__uk.proc.d.1976-06-30.11,turn
16760__Conservative__uk.proc.d.1976-06-30.11,turn
21969__Conservative__uk.proc.d.1976-07-02.5,boards
21969__Conservative__uk.proc.d.1976-07-02.5,bodies
18673__Conservative__uk.proc.d.1976-07-05.3,way
21900__Conservative__uk.proc.d.1976-07-07.13,machine
21742__Conservative__uk.proc.d.1976-07-08.10,ineptitude
16393__Conservative__uk.proc.d.1976-07-08.16,concept
21954__Conservative__uk.proc.d.1976-07-12.14,fears
21954__Conservative__uk.proc.d.1976-07-12.14,fears
21954__Conservative__uk.proc.d.1976-07-12.14,Department
22033__Conservative__uk.proc.d.1976-07-12.17,impulse
22517__Liberal_Democrats__uk.proc.d.1976-07-13.17,minds
17853__Conservative__uk.proc.d.1976-07-13.17,requirements
22050__Conservative__uk.proc.d.1976-07-14.11,administration
14158__Labour__uk.proc.d.1976-07-15.55,system
10132__Labour__uk.proc.d.1976-07-16.9,wrangle
18724__Labour__uk.proc.d.1976-07-20.19,reorganisation
16760__Conservative__uk.proc.d.1976-07-21.10,establishments
10647__Conservative__uk.proc.d.1976-07-22.40,monster
17442__Conservative__uk.proc.d.1976-07-23.6,factors
21851__Plaid_Cymru__uk.proc.d.1976-07-26.4,government
10591__Conservative__uk.proc.d.1976-07-26.7,Assembly
17605__Liberal__uk.proc.d.1976-07-26.8,nonsense
21646__Labour__uk.proc.d.1976-07-26.8,control
22005__Labour__uk.proc.d.1976-07-26.10,power
22005__Labour__uk.proc.d.1976-07-26.10,power
10635__Plaid_Cymru__uk.proc.d.1976-07-28.9,control
10635__Plaid_Cymru__uk.proc.d.1976-07-28.9,controls
19420__Liberal__uk.proc.d.1976-07-28.9,management
10011__Labour__uk.proc.d.1976-07-28.9,machine
17860__Labour__uk.proc.d.1976-07-28.9,corporation
18577__Conservative__uk.proc.d.1976-07-29.4,rule
19526__Labour__uk.proc.d.1976-07-29.13,nationalisation
19420__Liberal__uk.proc.d.1976-08-02.9,population
19004__Conservative__uk.proc.d.1976-08-03.20,intervention
22154__Labour__uk.proc.d.1976-08-04.21,mind
22154__Labour__uk.proc.d.1976-08-04.21,argument
21743__Labour__uk.proc.d.1976-08-06.2,control
18673__Conservative__uk.proc.d.1976-10-11.8,nature
10053__Conservative__uk.proc.d.1976-10-14.18,institution
21831__Scottish_National_Party__uk.proc.d.1976-10-19.7,bumble
17362__Conservative__uk.proc.d.1976-10-19.16,inquiries
21659__Conservative__uk.proc.d.1976-10-21.15,machine
19152__Labour__uk.proc.d.1976-10-22.5,complexity
17191__Conservative__uk.proc.d.1976-10-27.3,tactics
17822__Labour__uk.proc.d.1976-11-02.4,idiocy
10628__Scottish_National_Party__uk.proc.d.1976-11-02.25,mind
10635__Plaid_Cymru__uk.proc.d.1976-11-02.25,regulations
10635__Plaid_Cymru__uk.proc.d.1976-11-02.25,path
16760__Conservative__uk.proc.d.1976-11-09.12,machine
16475__Labour__uk.proc.d.1976-11-09.12,class
19270__Conservative__uk.proc.d.1976-11-11.10,unions
19169__Conservative__uk.proc.d.1976-11-16.10,complexities
19169__Conservative__uk.proc.d.1976-11-16.10,complexity
19169__Conservative__uk.proc.d.1976-11-16.10,complexity
19169__Conservative__uk.proc.d.1976-11-16.10,complexities
19169__Conservative__uk.proc.d.1976-11-16.10,complexities
19169__Conservative__uk.proc.d.1976-11-16.10,complexities
21906__Conservative__uk.proc.d.1976-11-26.7,restrictions
10628__Scottish_National_Party__uk.proc.d.1976-11-29.9,monsters
19500__Labour__uk.proc.d.1976-11-29.13,machine
17433__Labour__uk.proc.d.1976-11-30.6,burdens
17433__Labour__uk.proc.d.1976-11-30.6,burdens
18046__Conservative__uk.proc.d.1976-12-01.12,bumbledoms
na__na__uk.proc.d.1976-12-02.10,way
10538__Conservative__uk.proc.d.1976-12-03.7,planning
10635__Plaid_Cymru__uk.proc.d.1976-12-07.9,State
10011__Labour__uk.proc.d.1976-12-07.9,structure
18046__Conservative__uk.proc.d.1976-12-07.9,practice
17223__Conservative__uk.proc.d.1976-12-09.10,organisations
18498__Labour__uk.proc.d.1976-12-13.6,muddle
21904__Labour__uk.proc.d.1976-12-13.6,character
21904__Labour__uk.proc.d.1976-12-13.6,government
21904__Labour__uk.proc.d.1976-12-13.6,government
22054__Conservative__uk.proc.d.1976-12-14.14,bickering
22076__Conservative__uk.proc.d.1976-12-15.30,experiment
14158__Labour__uk.proc.d.1976-12-15.30,elite
22050__Conservative__uk.proc.d.1976-12-15.31,mind
21918__Labour__uk.proc.d.1976-12-17.5,procedures
21956__Labour__uk.proc.d.1976-12-17.11,bumbling
21684__Labour__uk.proc.d.1976-12-20.7,requirements
21684__Labour__uk.proc.d.1976-12-20.7,costs
21684__Labour__uk.proc.d.1976-12-20.7,structures
10560__Conservative__uk.proc.d.1976-12-20.7,operation
14200__Conservative__uk.proc.d.1976-12-20.13,machine
21654__Labour__uk.proc.d.1976-12-20.13,procedures
22053__Conservative__uk.proc.d.1976-12-21.9,embrace
22244__Conservative__uk.proc.d.1976-12-23.3,process
10158__Labour__uk.proc.d.1977-01-10.9,body
22050__Conservative__uk.proc.d.1977-01-10.9,bumbledom
21989__Labour__uk.proc.d.1977-01-13.10,tier
21954__Conservative__uk.proc.d.1977-01-14.3,body
21954__Conservative__uk.proc.d.1977-01-14.3,incompetence
21954__Conservative__uk.proc.d.1977-01-14.3,way
22094__Conservative__uk.proc.d.1977-01-14.3,control
22094__Conservative__uk.proc.d.1977-01-14.3,systems
21851__Plaid_Cymru__uk.proc.d.1977-01-18.6,powers
21851__Plaid_Cymru__uk.proc.d.1977-01-18.6,tier
14158__Labour__uk.proc.d.1977-01-18.6,elite
22114__Labour__uk.proc.d.1977-01-19.9,machines
16403__Labour__uk.proc.d.1977-01-19.9,interference
17973__Conservative__uk.proc.d.1977-01-20.11,monopoly
10532__Labour__uk.proc.d.1977-01-21.5,infelicities
14158__Labour__uk.proc.d.1977-01-24.4,forms
21704__Labour__uk.proc.d.1977-01-24.8,way
21888__Conservative__uk.proc.d.1977-01-24.11,approach
22042__Labour__uk.proc.d.1977-01-24.11,failure
10212__Conservative__uk.proc.d.1977-01-24.12,obstacle
21989__Labour__uk.proc.d.1977-01-25.8,changes
22028__Labour__uk.proc.d.1977-01-25.8,procedure
18469__Conservative__uk.proc.d.1977-01-28.4,line
10386__Conservative__uk.proc.d.1977-01-31.3,intervention
17717__Conservative__uk.proc.d.1977-02-07.8,interpretation
22496__Conservative__uk.proc.d.1977-02-09.12,interference
16418__Conservative__uk.proc.d.1977-02-11.3,nonsense
21906__Conservative__uk.proc.d.1977-02-11.3,control
21826__Scottish_National_Party__uk.proc.d.1977-02-16.4,decisions
17822__Labour__uk.proc.d.1977-02-17.4,system
16760__Conservative__uk.proc.d.1977-02-17.13,authority
22118__Conservative__uk.proc.d.1977-02-17.14,interference
16455__Labour__uk.proc.d.1977-02-22.4,passing
22249__Labour__uk.proc.d.1977-02-25.4,devices
17616__Conservative__uk.proc.d.1977-03-02.11,layer
10037__Labour__uk.proc.d.1977-03-02.12,administration
21654__Labour__uk.proc.d.1977-03-07.23,machinery
10034__Liberal_Democrats__uk.proc.d.1977-03-09.10,scale
16454__Conservative__uk.proc.d.1977-03-09.11,bit
16879__Labour__uk.proc.d.1977-03-11.4,decisions
22033__Conservative__uk.proc.d.1977-03-14.3,answer
10396__Liberal_Democrats__uk.proc.d.1977-03-14.3,answers
22033__Conservative__uk.proc.d.1977-03-14.9,control
17403__Conservative__uk.proc.d.1977-03-14.9,process
17403__Conservative__uk.proc.d.1977-03-14.9,monolith
17403__Conservative__uk.proc.d.1977-03-14.9,inertia
21988__Labour__uk.proc.d.1977-03-16.11,organisation
17717__Conservative__uk.proc.d.1977-03-21.7,interpretation
18724__Labour__uk.proc.d.1977-03-23.8,monstrosities
19152__Labour__uk.proc.d.1977-03-25.4,cramp
10649__Labour__uk.proc.d.1977-03-25.4,structure
16393__Conservative__uk.proc.d.1977-03-28.17,point
21735__Conservative__uk.proc.d.1977-03-29.52,sequence
17605__Liberal__uk.proc.d.1977-03-31.13,Socialism
10034__Liberal_Democrats__uk.proc.d.1977-04-04.54,imagination
10289__Conservative__uk.proc.d.1977-04-06.4,systems
16426__Labour__uk.proc.d.1977-04-06.6,arrangements
22050__Conservative__uk.proc.d.1977-04-06.9,activities
21735__Conservative__uk.proc.d.1977-04-06.12,interference
10187__Conservative__uk.proc.d.1977-04-06.17,nonsense
22033__Conservative__uk.proc.d.1977-04-21.13,substitute
22033__Conservative__uk.proc.d.1977-04-21.13,level
19004__Conservative__uk.proc.d.1977-04-21.13,methods
10573__Labour__uk.proc.d.1977-04-21.14,game
21973__Conservative__uk.proc.d.1977-04-21.14,nonsense
21973__Conservative__uk.proc.d.1977-04-21.14,process
22496__Conservative__uk.proc.d.1977-04-21.14,nightmare
22496__Conservative__uk.proc.d.1977-04-21.14,nonsense
22496__Conservative__uk.proc.d.1977-04-21.14,nightmare
10573__Labour__uk.proc.d.1977-04-21.14,nightmare
22574__Scottish_National_Party__uk.proc.d.1977-04-25.8,structure
17403__Conservative__uk.proc.d.1977-04-26.14,impositions
17403__Conservative__uk.proc.d.1977-04-26.14,setup
22042__Labour__uk.proc.d.1977-04-26.14,organisations
22154__Labour__uk.proc.d.1977-04-26.14,counties
18586__Conservative__uk.proc.d.1977-04-27.9,requirements
18586__Conservative__uk.proc.d.1977-04-27.9,control
18622__Conservative__uk.proc.d.1977-04-27.9,machine
10289__Conservative__uk.proc.d.1977-04-27.14,way
10560__Conservative__uk.proc.d.1977-04-28.10,burdens
18469__Conservative__uk.proc.d.1977-04-29.7,machinery
21954__Conservative__uk.proc.d.1977-05-02.3,burden
17704__Labour__uk.proc.d.1977-05-02.3,burden
17704__Labour__uk.proc.d.1977-05-02.3,burden
17704__Labour__uk.proc.d.1977-05-02.3,machinery
19156__Conservative__uk.proc.d.1977-05-02.9,operation
10647__Conservative__uk.proc.d.1977-05-05.15,phobia
21988__Labour__uk.proc.d.1977-05-11.12,pomposity
21726__Conservative__uk.proc.d.1977-05-12.11,tangles
21823__Scottish_National_Party__uk.proc.d.1977-05-12.11,crop
17362__Conservative__uk.proc.d.1977-05-12.11,time
21726__Conservative__uk.proc.d.1977-05-12.11,machine
21726__Conservative__uk.proc.d.1977-05-12.11,army
10565__Conservative__uk.proc.d.1977-05-13.5,pettiness
16426__Labour__uk.proc.d.1977-05-13.5,up
21643__Conservative__uk.proc.d.1977-05-17.12,consequences
21643__Conservative__uk.proc.d.1977-05-17.12,machine
22119__Conservative__uk.proc.d.1977-05-17.12,machinery
22119__Conservative__uk.proc.d.1977-05-17.12,machinery
21906__Conservative__uk.proc.d.1977-05-17.12,waste
21906__Conservative__uk.proc.d.1977-05-17.12,system
18007__United_Kingdom_Independence_Party__uk.proc.d.1977-05-17.12,control
22051__Labour__uk.proc.d.1977-05-17.12,control
17366__Labour__uk.proc.d.1977-05-17.12,means
17366__Labour__uk.proc.d.1977-05-17.12,incompetence
19169__Conservative__uk.proc.d.1977-05-18.7,machine
18240__Labour__uk.proc.d.1977-05-19.9,expenditure
18498__Labour__uk.proc.d.1977-05-23.11,nature
18498__Labour__uk.proc.d.1977-05-23.11,decision
18293__Labour__uk.proc.d.1977-05-23.11,organisation
17024__Labour__uk.proc.d.1977-05-23.11,structure
21659__Conservative__uk.proc.d.1977-05-23.14,delay
10565__Conservative__uk.proc.d.1977-05-24.17,stamp
16842__Conservative__uk.proc.d.1977-05-24.17,gas
17717__Conservative__uk.proc.d.1977-05-24.17,efforts
10391__Conservative__uk.proc.d.1977-05-26.4,error
21987__Conservative__uk.proc.d.1977-06-16.4,behaviour
21942__Labour__uk.proc.d.1977-06-16.12,formula
19420__Liberal__uk.proc.d.1977-06-17.9,cost
10276__Conservative__uk.proc.d.1977-06-20.8,influence
22033__Conservative__uk.proc.d.1977-06-20.8,control
18971__Conservative__uk.proc.d.1977-06-20.8,nonsense
10538__Conservative__uk.proc.d.1977-06-21.11,convulsion
14200__Conservative__uk.proc.d.1977-06-21.11,structure
22553__Conservative__uk.proc.d.1977-06-21.11,nature
10615__Conservative__uk.proc.d.1977-06-21.11,control
18586__Conservative__uk.proc.d.1977-06-21.12,world
18469__Conservative__uk.proc.d.1977-06-21.12,folly
17097__Conservative__uk.proc.d.1977-06-21.15,abuse
21942__Labour__uk.proc.d.1977-06-23.20,farce
na__na__uk.proc.d.1977-06-24.10,control
22529__Conservative__uk.proc.d.1977-06-29.6,wastage
21646__Labour__uk.proc.d.1977-06-29.6,wastage
