id,adj
22154__Labour__uk.proc.d.1979-06-12.20,fresh
21956__Labour__uk.proc.d.1979-06-12.20,much
10171__Labour__uk.proc.d.1979-06-12.20,slowest
22575__Conservative__uk.proc.d.1979-06-18.15,more
19206__Labour__uk.proc.d.1979-06-18.16,European
17154__Labour__uk.proc.d.1979-06-19.9,additional
10636__Conservative__uk.proc.d.1979-06-19.9,additional
22561__Labour__uk.proc.d.1979-06-19.9,unnecessary
22561__Labour__uk.proc.d.1979-06-19.9,larger
19270__Conservative__uk.proc.d.1979-06-19.9,additional
19270__Conservative__uk.proc.d.1979-06-19.9,additional
10212__Conservative__uk.proc.d.1979-06-20.3,unnecessary
18050__Conservative__uk.proc.d.1979-06-20.8,additional
10010__Conservative__uk.proc.d.1979-06-20.8,frightening
10010__Conservative__uk.proc.d.1979-06-20.8,new
10010__Conservative__uk.proc.d.1979-06-20.8,less
22520__Labour__uk.proc.d.1979-06-20.8,greatest
17238__Labour__uk.proc.d.1979-06-25.8,parliamentary
17238__Labour__uk.proc.d.1979-06-25.8,parliamentary
22517__Liberal_Democrats__uk.proc.d.1979-06-26.10,faceless
10635__Plaid_Cymru__uk.proc.d.1979-06-26.10,much
18487__Conservative__uk.proc.d.1979-06-27.3,more
18622__Conservative__uk.proc.d.1979-07-02.3,less
18450__Conservative__uk.proc.d.1979-07-16.5,swollen
18450__Conservative__uk.proc.d.1979-07-16.5,administrative
22172__Conservative__uk.proc.d.1979-07-19.5,unnecessary
10507__Democratic_Unionist_Party__uk.proc.d.1979-07-23.11,bungling
16770__Ulster_Unionist_Party__uk.proc.d.1979-07-23.11,heavy
16770__Ulster_Unionist_Party__uk.proc.d.1979-07-23.11,heavy
22484__Labour__uk.proc.d.1979-07-25.13,entrenched
22484__Labour__uk.proc.d.1979-07-25.13,white
22561__Labour__uk.proc.d.1979-07-26.21,much
19270__Conservative__uk.proc.d.1979-07-27.3,further
19270__Conservative__uk.proc.d.1979-07-27.3,inspectorate
18622__Conservative__uk.proc.d.1979-10-22.4,enormous
10223__Labour__uk.proc.d.1979-10-22.11,Socialist
10504__Labour__uk.proc.d.1979-10-22.11,large
18622__Conservative__uk.proc.d.1979-10-23.13,great
21720__Plaid_Cymru__uk.proc.d.1979-10-24.11,unnecessary
17270__Labour__uk.proc.d.1979-10-29.3,apparent
21743__Labour__uk.proc.d.1979-10-29.18,much
19152__Labour__uk.proc.d.1979-11-01.15,general
10099__Conservative__uk.proc.d.1979-11-02.4,excessive
10636__Conservative__uk.proc.d.1979-11-02.4,large
19107__Conservative__uk.proc.d.1979-11-09.5,local
10636__Conservative__uk.proc.d.1979-11-12.8,large
10534__Labour__uk.proc.d.1979-11-13.16,vast
18683__Conservative__uk.proc.d.1979-11-16.7,unusual
17986__Labour__uk.proc.d.1979-11-19.9,much
21715__Conservative__uk.proc.d.1979-11-20.6,internal
18469__Conservative__uk.proc.d.1979-11-27.10,considerable
18574__Conservative__uk.proc.d.1979-11-27.10,very
21743__Labour__uk.proc.d.1979-12-17.10,own
19438__Conservative__uk.proc.d.1979-12-18.13,further
21695__Conservative__uk.proc.d.1979-12-19.11,own
22595__Conservative__uk.proc.d.1979-12-19.13,inevitable
18725__Conservative__uk.proc.d.1980-01-16.13,local
17303__Conservative__uk.proc.d.1980-01-21.11,immense
18679__Labour__uk.proc.d.1980-01-23.10,less
18679__Labour__uk.proc.d.1980-01-23.10,large
16897__Conservative__uk.proc.d.1980-01-25.6,new
16469__Liberal_Democrats__uk.proc.d.1980-02-05.6,much
16469__Liberal_Democrats__uk.proc.d.1980-02-05.6,additional
10019__Conservative__uk.proc.d.1980-02-05.6,central
16836__Conservative__uk.proc.d.1980-02-07.17,substantial
na__na__uk.proc.d.1980-02-12.11,massive
10534__Labour__uk.proc.d.1980-02-18.7,monolithic
22005__Labour__uk.proc.d.1980-02-19.10,national
17605__Liberal__uk.proc.d.1980-02-20.10,virtually
19438__Conservative__uk.proc.d.1980-02-22.4,more
22094__Conservative__uk.proc.d.1980-02-26.12,new
16472__Conservative__uk.proc.d.1980-02-28.7,central
22012__Labour__uk.proc.d.1980-02-28.7,French
19169__Conservative__uk.proc.d.1980-03-04.7,more
19284__Conservative__uk.proc.d.1980-03-06.5,administrative
18469__Conservative__uk.proc.d.1980-03-11.13,new
10010__Conservative__uk.proc.d.1980-03-20.5,bloated
22227__Conservative__uk.proc.d.1980-03-20.5,huge
19284__Conservative__uk.proc.d.1980-03-20.5,bloated
10115__Conservative__uk.proc.d.1980-03-24.5,immense
10115__Conservative__uk.proc.d.1980-03-24.5,quite
10115__Conservative__uk.proc.d.1980-03-24.5,out
10115__Conservative__uk.proc.d.1980-03-24.5,unnecessary
18709__Conservative__uk.proc.d.1980-03-28.6,new
18709__Conservative__uk.proc.d.1980-03-28.6,international
21904__Labour__uk.proc.d.1980-03-28.6,vast
22255__Labour__uk.proc.d.1980-04-23.12,probably
22255__Labour__uk.proc.d.1980-04-23.12,centralised
10565__Conservative__uk.proc.d.1980-04-24.19,more
10565__Conservative__uk.proc.d.1980-04-24.19,more
10436__Labour__uk.proc.d.1980-04-25.11,More
22545__Conservative__uk.proc.d.1980-04-28.9,largest
22594__Conservative__uk.proc.d.1980-04-30.3,excess
14187__Labour__uk.proc.d.1980-04-30.9,more
16836__Conservative__uk.proc.d.1980-05-01.6,non
16836__Conservative__uk.proc.d.1980-05-01.6,-
16836__Conservative__uk.proc.d.1980-05-01.6,political
16394__Ulster_Popular_Unionist__uk.proc.d.1980-05-07.14,stupid
na__na__uk.proc.d.1980-05-08.11,administrative
16469__Liberal_Democrats__uk.proc.d.1980-05-20.24,much
17403__Conservative__uk.proc.d.1980-05-20.24,petty
10099__Conservative__uk.proc.d.1980-05-23.7,minimum
16640__Conservative__uk.proc.d.1980-06-04.4,vast
16640__Conservative__uk.proc.d.1980-06-04.4,local
10152__Labour__uk.proc.d.1980-06-04.6,endless
na__na__uk.proc.d.1980-06-05.9,gross
10211__Labour__uk.proc.d.1980-06-09.8,administrative
10659__Conservative__uk.proc.d.1980-06-09.9,present
17522__Conservative__uk.proc.d.1980-06-10.17,cumbersome
22606__Conservative__uk.proc.d.1980-06-12.12,excessive
10099__Conservative__uk.proc.d.1980-06-12.12,unnecessary
17685__Labour__uk.proc.d.1980-06-16.9,massive
21646__Labour__uk.proc.d.1980-06-25.11,additional
18656__Labour__uk.proc.d.1980-07-03.9,unnecessary
18656__Labour__uk.proc.d.1980-07-03.9,rigid
22486__Conservative__uk.proc.d.1980-07-03.9,new
22486__Conservative__uk.proc.d.1980-07-03.9,additional
17054__Conservative__uk.proc.d.1980-07-03.9,great
18590__Labour__uk.proc.d.1980-07-03.9,less
21906__Conservative__uk.proc.d.1980-07-04.8,inherent
21906__Conservative__uk.proc.d.1980-07-04.8,capable
22606__Conservative__uk.proc.d.1980-07-04.8,unnecessary
18935__Conservative__uk.proc.d.1980-07-08.18,paternalistic
10635__Plaid_Cymru__uk.proc.d.1980-07-08.18,greater
18656__Labour__uk.proc.d.1980-07-08.27,unnecessary
22010__Conservative__uk.proc.d.1980-07-11.2,great
22595__Conservative__uk.proc.d.1980-07-21.8,restrictive
10511__Labour__uk.proc.d.1980-07-30.11,public
10511__Labour__uk.proc.d.1980-07-30.11,public
10511__Labour__uk.proc.d.1980-07-30.11,private
10511__Labour__uk.proc.d.1980-07-30.11,private
17875__Conservative__uk.proc.d.1980-07-31.17,ambitious
10573__Labour__uk.proc.d.1980-08-07.11,whole
18560__Conservative__uk.proc.d.1980-08-07.11,less
22490__Conservative__uk.proc.d.1980-10-27.11,unnecessary
10647__Conservative__uk.proc.d.1980-10-29.10,huge
10647__Conservative__uk.proc.d.1980-10-29.10,administrative
19551__Conservative__uk.proc.d.1980-10-29.10,sizeable
22547__Conservative__uk.proc.d.1980-11-12.8,bigger
17097__Conservative__uk.proc.d.1980-11-20.10,open
17097__Conservative__uk.proc.d.1980-11-20.10,accessible
22558__Conservative__uk.proc.d.1980-11-21.7,massive
10211__Labour__uk.proc.d.1980-11-25.3,costly
17947__Conservative__uk.proc.d.1980-12-02.12,new
17947__Conservative__uk.proc.d.1980-12-02.12,new
19093__Labour__uk.proc.d.1980-12-02.12,there
18450__Conservative__uk.proc.d.1980-12-03.9,efficient
22590__Labour__uk.proc.d.1980-12-09.17,central
19169__Conservative__uk.proc.d.1980-12-15.8,more
10276__Conservative__uk.proc.d.1980-12-16.7,overstaffed
16998__Conservative__uk.proc.d.1980-12-17.4,further
18843__Labour__uk.proc.d.1980-12-17.12,own
18469__Conservative__uk.proc.d.1981-01-15.8,new
17067__Labour__uk.proc.d.1981-01-15.9,unnecessary
18389__Labour__uk.proc.d.1981-01-19.4,disorganised
10276__Conservative__uk.proc.d.1981-02-04.3,attendant
17616__Conservative__uk.proc.d.1981-02-04.10,greater
17660__Conservative__uk.proc.d.1981-02-09.8,new
17660__Conservative__uk.proc.d.1981-02-09.8,new
17660__Conservative__uk.proc.d.1981-02-09.8,supervisory
16413__Conservative__uk.proc.d.1981-02-11.10,petty
10464__Labour__uk.proc.d.1981-02-12.9,vast
17522__Conservative__uk.proc.d.1981-02-18.4,new
22181__Labour__uk.proc.d.1981-02-25.10,on
22128__Scottish_National_Party__uk.proc.d.1981-02-27.5,unmovable
22181__Labour__uk.proc.d.1981-03-03.10,diminish
10099__Conservative__uk.proc.d.1981-03-03.10,unnecessary
16394__Ulster_Popular_Unionist__uk.proc.d.1981-03-10.8,curtail
19735__Conservative__uk.proc.d.1981-03-11.14,alone
22346__Conservative__uk.proc.d.1981-03-16.54,British
19152__Labour__uk.proc.d.1981-03-16.54,petty
21973__Conservative__uk.proc.d.1981-03-16.54,unnecessary
10635__Plaid_Cymru__uk.proc.d.1981-03-30.3,unnecessary
10635__Plaid_Cymru__uk.proc.d.1981-03-30.3,additional
21704__Labour__uk.proc.d.1981-04-01.6,secret
10016__Labour__uk.proc.d.1981-04-08.8,often
19270__Conservative__uk.proc.d.1981-04-15.10,more
19270__Conservative__uk.proc.d.1981-04-15.10,little
16422__Conservative__uk.proc.d.1981-04-28.3,much
10591__Conservative__uk.proc.d.1981-04-29.8,international
10130__Labour__uk.proc.d.1981-05-11.8,much
10130__Labour__uk.proc.d.1981-05-11.8,same
10038__Labour__uk.proc.d.1981-05-12.5,new
19169__Conservative__uk.proc.d.1981-05-18.5,local
21914__Labour__uk.proc.d.1981-05-18.9,enormous
17154__Labour__uk.proc.d.1981-05-21.8,own
22561__Labour__uk.proc.d.1981-05-21.10,unnecessary
17660__Conservative__uk.proc.d.1981-06-09.13,more
22529__Conservative__uk.proc.d.1981-06-09.18,much
10386__Conservative__uk.proc.d.1981-06-15.10,unnecessary
18961__Labour__uk.proc.d.1981-06-15.10,enormous
10181__Labour__uk.proc.d.1981-06-19.4,how
18622__Conservative__uk.proc.d.1981-07-07.8,repressive
22010__Conservative__uk.proc.d.1981-07-07.9,extra
19107__Conservative__uk.proc.d.1981-07-13.7,enormous
19107__Conservative__uk.proc.d.1981-07-13.7,international
16394__Ulster_Popular_Unionist__uk.proc.d.1981-07-17.5,present
16394__Ulster_Popular_Unionist__uk.proc.d.1981-07-17.5,bloated
22584__Conservative__uk.proc.d.1981-07-17.6,greater
22128__Scottish_National_Party__uk.proc.d.1981-07-21.9,national
22596__Conservative__uk.proc.d.1981-07-22.5,excessive
10565__Conservative__uk.proc.d.1981-07-23.16,central
10399__Labour__uk.proc.d.1981-07-24.4,new
10399__Labour__uk.proc.d.1981-07-24.4,international
22052__Conservative__uk.proc.d.1981-07-27.8,oversized
22037__Conservative__uk.proc.d.1981-07-30.10,unnecessary
19492__Conservative__uk.proc.d.1981-07-31.13,redundant
22561__Labour__uk.proc.d.1981-10-19.7,unnecessary
22067__Labour__uk.proc.d.1981-10-21.2,neat
22579__Conservative__uk.proc.d.1981-11-04.2,bigger
16595__Conservative__uk.proc.d.1981-11-12.7,enormous
17616__Conservative__uk.proc.d.1981-11-13.3,more
16998__Conservative__uk.proc.d.1981-11-16.13,more
21763__Conservative__uk.proc.d.1981-11-19.5,public
21763__Conservative__uk.proc.d.1981-11-19.5,public
10565__Conservative__uk.proc.d.1981-11-24.8,less
10099__Conservative__uk.proc.d.1981-11-25.8,more
21954__Conservative__uk.proc.d.1981-11-26.6,public
10565__Conservative__uk.proc.d.1981-12-03.5,public
16413__Conservative__uk.proc.d.1981-12-04.2,costly
22119__Conservative__uk.proc.d.1981-12-10.5,public
22039__Conservative__uk.proc.d.1981-12-11.5,unresponsive
19160__Conservative__uk.proc.d.1981-12-11.5,unresponsive
21756__Social_Democratic_Party__uk.proc.d.1981-12-16.10,new
21756__Social_Democratic_Party__uk.proc.d.1981-12-16.10,additional
16922__Conservative__uk.proc.d.1981-12-22.3,local
19964__Labour__uk.proc.d.1981-12-22.16,Communist
19964__Labour__uk.proc.d.1981-12-22.16,Communist
22596__Conservative__uk.proc.d.1982-02-02.10,extraneous
18450__Conservative__uk.proc.d.1982-02-03.8,swollen
21678__Labour__uk.proc.d.1982-02-16.11,much
19209__Conservative__uk.proc.d.1982-02-26.6,vast
19209__Conservative__uk.proc.d.1982-02-26.6,new
21973__Conservative__uk.proc.d.1982-02-26.6,local
19551__Conservative__uk.proc.d.1982-03-08.10,huge
10565__Conservative__uk.proc.d.1982-03-09.9,public
10276__Conservative__uk.proc.d.1982-03-17.3,attendant
10584__Labour__uk.proc.d.1982-03-30.7,extra
17461__Labour__uk.proc.d.1982-03-30.7,more
17461__Labour__uk.proc.d.1982-03-30.7,less
22053__Conservative__uk.proc.d.1982-03-31.10,superfluous
22118__Conservative__uk.proc.d.1982-04-01.10,vast
22118__Conservative__uk.proc.d.1982-04-01.10,new
19563__Labour__uk.proc.d.1982-04-06.7,bloated
10631__Conservative__uk.proc.d.1982-04-19.10,unnecessary
10631__Conservative__uk.proc.d.1982-04-19.10,unnecessary
10631__Conservative__uk.proc.d.1982-04-19.10,unnecessary
22587__Conservative__uk.proc.d.1982-04-20.4,central
16394__Ulster_Popular_Unionist__uk.proc.d.1982-04-28.7,unbridled
18853__Conservative__uk.proc.d.1982-04-30.4,more
18853__Conservative__uk.proc.d.1982-04-30.4,larger
22075__Conservative__uk.proc.d.1982-05-04.5,unnecessary
22517__Liberal_Democrats__uk.proc.d.1982-05-05.9,unnecessary
18366__Conservative__uk.proc.d.1982-05-07.3,new
10631__Conservative__uk.proc.d.1982-06-14.11,less
19424__Conservative__uk.proc.d.1982-06-17.5,present
22683__Liberal__uk.proc.d.1982-06-28.12,necessary
22181__Labour__uk.proc.d.1982-06-30.13,additional
16389__Labour__uk.proc.d.1982-07-07.8,present
22490__Conservative__uk.proc.d.1982-07-14.9,less
18946__Social_Democratic_Party__uk.proc.d.1982-07-14.9,vast
18946__Social_Democratic_Party__uk.proc.d.1982-07-14.9,centralised
18946__Social_Democratic_Party__uk.proc.d.1982-07-14.9,central
22441__Conservative__uk.proc.d.1982-07-14.10,excessive
21956__Social_Democratic_Party__uk.proc.d.1982-07-15.8,new
21956__Social_Democratic_Party__uk.proc.d.1982-07-15.8,new
18843__Labour__uk.proc.d.1982-07-15.8,expensive
16394__Ulster_Popular_Unionist__uk.proc.d.1982-07-16.7,unthinking
16454__Conservative__uk.proc.d.1982-07-20.11,more
22075__Conservative__uk.proc.d.1982-07-20.11,large
18931__Conservative__uk.proc.d.1982-07-23.9,Soviet
21735__Conservative__uk.proc.d.1982-10-19.11,exclusive
22552__Labour__uk.proc.d.1982-10-20.9,less
10211__Labour__uk.proc.d.1982-11-04.9,present
17319__Labour__uk.proc.d.1982-11-05.4,unnecessary
10212__Conservative__uk.proc.d.1982-11-08.9,administrative
22683__Liberal__uk.proc.d.1982-11-11.11,much
19152__Labour__uk.proc.d.1982-11-12.5,centralised
22503__Conservative__uk.proc.d.1982-11-16.8,central
10635__Plaid_Cymru__uk.proc.d.1982-11-22.7,little
10635__Plaid_Cymru__uk.proc.d.1982-11-22.7,additional
17319__Labour__uk.proc.d.1982-11-22.7,such
18725__Conservative__uk.proc.d.1982-11-23.8,less
16431__Conservative__uk.proc.d.1982-11-24.9,powerful
14187__Social_Democratic_Party__uk.proc.d.1982-11-29.10,handed
22010__Conservative__uk.proc.d.1982-11-29.10,huge
10038__Labour__uk.proc.d.1982-11-30.8,vast
19284__Conservative__uk.proc.d.1982-12-02.5,much
16405__Conservative__uk.proc.d.1982-12-09.9,unbridled
19152__Labour__uk.proc.d.1983-01-18.11,further
19420__Liberal__uk.proc.d.1983-01-28.3,appalling
16431__Conservative__uk.proc.d.1983-02-11.5,new
na__na__uk.proc.d.1983-02-13.10,Stalinist
10115__Conservative__uk.proc.d.1983-02-17.10,complex
22040__Social_Democratic_Party__uk.proc.d.1983-02-17.10,unnecessary
19169__Conservative__uk.proc.d.1983-02-24.9,enlarged
10565__Conservative__uk.proc.d.1983-02-25.4,less
10488__Labour__uk.proc.d.1983-03-04.5,mass
17616__Conservative__uk.proc.d.1983-03-11.3,less
10537__Conservative__uk.proc.d.1983-03-14.8,great
22117__unknown__uk.proc.d.1983-03-23.3,local
22582__Labour__uk.proc.d.1983-03-23.9,excessive
18333__Conservative__uk.proc.d.1983-03-29.10,public
16651__Conservative__uk.proc.d.1983-03-30.16,essential
22244__Conservative__uk.proc.d.1983-04-11.9,monstrous
22244__Conservative__uk.proc.d.1983-04-11.9,cumbersome
10019__Conservative__uk.proc.d.1983-04-11.9,expensive
22346__Conservative__uk.proc.d.1983-04-11.9,cumbersome
22346__Conservative__uk.proc.d.1983-04-11.9,just
22118__Conservative__uk.proc.d.1983-04-11.19,much
17822__Labour__uk.proc.d.1983-04-12.11,massive
17822__Labour__uk.proc.d.1983-04-12.11,new
10659__Conservative__uk.proc.d.1983-04-14.11,additional
10591__Conservative__uk.proc.d.1983-04-28.11,more
19152__Labour__uk.proc.d.1983-05-04.15,much
10134__Conservative__uk.proc.d.1983-05-05.9,excessive
10134__Conservative__uk.proc.d.1983-05-05.9,on
10469__Conservative__uk.proc.d.1983-05-06.5,necessary
10623__Labour__uk.proc.d.1983-06-23.11,local
22490__Conservative__uk.proc.d.1983-06-23.11,unnecessary
10659__Conservative__uk.proc.d.1983-07-01.5,irrelevant
10327__Labour__uk.proc.d.1983-07-05.8,more
10327__Labour__uk.proc.d.1983-07-05.8,tortuous
22627__Labour__uk.proc.d.1983-07-05.8,whole
22627__Labour__uk.proc.d.1983-07-05.8,new
16415__Labour__uk.proc.d.1983-07-05.8,Such
10047__Labour__uk.proc.d.1983-07-06.7,fresh
10263__Conservative__uk.proc.d.1983-07-08.5,fashioned
22183__Conservative__uk.proc.d.1983-07-11.11,vast
22183__Conservative__uk.proc.d.1983-07-11.11,vast
22183__Conservative__uk.proc.d.1983-07-11.11,expensive
10123__Labour__uk.proc.d.1983-07-11.11,national
10123__Labour__uk.proc.d.1983-07-11.11,more
10025__Labour__uk.proc.d.1983-07-11.11,vast
10025__Labour__uk.proc.d.1983-07-11.11,overwhelming
10659__Conservative__uk.proc.d.1983-07-18.15,less
10659__Conservative__uk.proc.d.1983-07-18.15,heavy
16436__Social_Democratic_Party__uk.proc.d.1983-07-21.7,vast
16436__Social_Democratic_Party__uk.proc.d.1983-07-21.7,new
16436__Social_Democratic_Party__uk.proc.d.1983-07-21.7,much
19555__Conservative__uk.proc.d.1983-07-22.5,unnecessary
10099__Conservative__uk.proc.d.1983-07-26.4,unnecessary
10352__Conservative__uk.proc.d.1983-07-26.8,undemocratic
10298__Liberal_Democrats__uk.proc.d.1983-07-26.15,burdensome
10298__Liberal_Democrats__uk.proc.d.1983-07-26.15,over
10158__Labour__uk.proc.d.1983-07-26.16,centralist
17916__Labour__uk.proc.d.1983-07-29.9,Portugese
21743__Labour__uk.proc.d.1983-10-26.3,centralised
16393__Conservative__uk.proc.d.1983-10-27.8,medical
10639__Labour__uk.proc.d.1983-10-28.2,same
10623__Labour__uk.proc.d.1983-11-03.6,statist
18849__Conservative__uk.proc.d.1983-11-04.2,much
17797__Conservative__uk.proc.d.1983-11-16.11,elaborate
22346__Conservative__uk.proc.d.1983-11-22.7,hon
10206__Conservative__uk.proc.d.1983-12-09.6,more
10206__Conservative__uk.proc.d.1983-12-09.6,additional
10345__Liberal_Democrats__uk.proc.d.1983-12-14.7,slimmer
10345__Liberal_Democrats__uk.proc.d.1983-12-14.7,local
22631__Conservative__uk.proc.d.1983-12-19.15,excessive
10298__Liberal_Democrats__uk.proc.d.1983-12-19.18,national
19427__Conservative__uk.proc.d.1983-12-21.3,new
10082__Conservative__uk.proc.d.1983-12-21.13,useless
16443__Conservative__uk.proc.d.1983-12-22.8,large
16443__Conservative__uk.proc.d.1983-12-22.8,alternative
18719__Conservative__uk.proc.d.1984-01-16.10,highly
18719__Conservative__uk.proc.d.1984-01-16.10,non
18719__Conservative__uk.proc.d.1984-01-16.10,-
18719__Conservative__uk.proc.d.1984-01-16.10,commercial
18935__Conservative__uk.proc.d.1984-01-17.7,centralised
22551__Conservative__uk.proc.d.1984-01-17.7,vast
22551__Conservative__uk.proc.d.1984-01-17.7,regional
10010__Conservative__uk.proc.d.1984-01-18.8,local
10574__Labour__uk.proc.d.1984-01-23.12,overblown
17097__Conservative__uk.proc.d.1984-01-26.13,industrial
22636__Conservative__uk.proc.d.1984-01-30.9,excessive
22613__Conservative__uk.proc.d.1984-01-31.9,large
18674__Conservative__uk.proc.d.1984-02-01.8,extra
10298__Liberal_Democrats__uk.proc.d.1984-02-07.9,additional
18849__Conservative__uk.proc.d.1984-02-08.10,sheer
18333__Conservative__uk.proc.d.1984-02-20.11,more
10515__Conservative__uk.proc.d.1984-02-22.13,bloated
17154__Labour__uk.proc.d.1984-02-24.3,vast
17154__Labour__uk.proc.d.1984-02-24.3,more
17154__Labour__uk.proc.d.1984-02-24.3,subject
10659__Conservative__uk.proc.d.1984-02-24.3,unnecessary
18530__Conservative__uk.proc.d.1984-02-29.6,overweight
10276__Conservative__uk.proc.d.1984-03-12.7,unnecessary
16836__Conservative__uk.proc.d.1984-03-15.3,centralised
16408__Conservative__uk.proc.d.1984-03-15.3,vast
16408__Conservative__uk.proc.d.1984-03-15.3,new
21743__Labour__uk.proc.d.1984-03-16.4,considerable
21743__Labour__uk.proc.d.1984-03-16.4,unnecessary
10531__Conservative__uk.proc.d.1984-03-20.6,industrial
17722__Conservative__uk.proc.d.1984-03-21.8,European
18935__Conservative__uk.proc.d.1984-03-27.13,central
10042__Labour__uk.proc.d.1984-04-03.9,stupid
10488__Labour__uk.proc.d.1984-04-04.9,more
10488__Labour__uk.proc.d.1984-04-04.9,greater
19152__Labour__uk.proc.d.1984-04-05.10,new
10488__Labour__uk.proc.d.1984-04-09.19,central
22490__Conservative__uk.proc.d.1984-04-11.9,unnecessary
10108__Labour__uk.proc.d.1984-04-11.9,wasteful
19427__Conservative__uk.proc.d.1984-04-11.9,slowest
10298__Liberal_Democrats__uk.proc.d.1984-04-12.8,great
22547__Conservative__uk.proc.d.1984-04-30.6,sheer
16408__Conservative__uk.proc.d.1984-05-08.15,large
16408__Conservative__uk.proc.d.1984-05-08.15,new
22582__Labour__uk.proc.d.1984-05-09.7,more
10036__Labour__uk.proc.d.1984-05-15.9,new
10298__Liberal_Democrats__uk.proc.d.1984-05-22.11,professional
19579__Social_Democratic_Party__uk.proc.d.1984-05-22.13,new
19579__Social_Democratic_Party__uk.proc.d.1984-05-22.13,wasteful
10015__Liberal_Democrats__uk.proc.d.1984-05-22.13,more
10074__Liberal__uk.proc.d.1984-05-22.13,local
10074__Liberal__uk.proc.d.1984-05-22.13,unnecessary
10074__Liberal__uk.proc.d.1984-05-22.13,extra
19341__Conservative__uk.proc.d.1984-05-22.13,present
16403__Labour__uk.proc.d.1984-06-04.6,more
16422__Conservative__uk.proc.d.1984-06-05.8,new
10464__Labour__uk.proc.d.1984-06-05.9,massive
22593__Conservative__uk.proc.d.1984-06-05.9,much
10659__Conservative__uk.proc.d.1984-06-12.11,slowest
17660__Conservative__uk.proc.d.1984-06-19.8,more
10197__Labour__uk.proc.d.1984-06-28.11,central
17223__Conservative__uk.proc.d.1984-07-03.9,new
18333__Conservative__uk.proc.d.1984-07-04.10,additional
21735__Conservative__uk.proc.d.1984-07-06.13,more
22619__Conservative__uk.proc.d.1984-07-06.13,more
10316__Conservative__uk.proc.d.1984-07-09.17,super
10316__Conservative__uk.proc.d.1984-07-09.17,-
19178__Conservative__uk.proc.d.1984-07-10.10,European
19178__Conservative__uk.proc.d.1984-07-10.10,British
19270__Conservative__uk.proc.d.1984-07-16.12,massive
10583__Conservative__uk.proc.d.1984-07-16.12,vast
10583__Conservative__uk.proc.d.1984-07-16.12,new
10345__Liberal_Democrats__uk.proc.d.1984-07-16.13,additional
10036__Labour__uk.proc.d.1984-07-16.15,certain
10036__Labour__uk.proc.d.1984-07-16.15,legal
10317__Labour__uk.proc.d.1984-07-18.12,central
16651__Conservative__uk.proc.d.1984-07-20.4,unnecessary
10034__Liberal_Democrats__uk.proc.d.1984-07-20.4,much
10591__Conservative__uk.proc.d.1984-07-20.7,nonsensical
10317__Labour__uk.proc.d.1984-07-25.6,central
16393__Conservative__uk.proc.d.1984-07-25.19,public
19427__Conservative__uk.proc.d.1984-07-30.12,bigger
10591__Conservative__uk.proc.d.1984-10-31.9,nonsensical
10591__Conservative__uk.proc.d.1984-10-31.9,Socialist
10146__Labour__uk.proc.d.1984-11-07.7,central
22183__Conservative__uk.proc.d.1984-11-12.5,bloated
22183__Conservative__uk.proc.d.1984-11-12.5,international
10514__Ulster_Unionist_Party__uk.proc.d.1984-11-15.6,additional
10207__Labour__uk.proc.d.1984-11-20.8,vast
22635__Conservative__uk.proc.d.1984-11-26.8,new
19356__Conservative__uk.proc.d.1984-11-30.2,own
19356__Conservative__uk.proc.d.1984-11-30.2,much
22490__Conservative__uk.proc.d.1984-12-03.11,enormous
16413__Conservative__uk.proc.d.1984-12-03.11,expensive
22552__Labour__uk.proc.d.1984-12-03.11,heavy
10429__Conservative__uk.proc.d.1984-12-03.11,interested
22183__Conservative__uk.proc.d.1984-12-04.6,huge
10345__Liberal_Democrats__uk.proc.d.1984-12-10.20,modern
22490__Conservative__uk.proc.d.1984-12-12.10,enormous
10103__Conservative__uk.proc.d.1984-12-19.16,concerned
21735__Conservative__uk.proc.d.1984-12-21.3,massive
10197__Labour__uk.proc.d.1985-01-09.10,large
16393__Conservative__uk.proc.d.1985-01-14.8,hateful
na__na__uk.proc.d.1985-01-17.6,more
na__na__uk.proc.d.1985-01-23.11,much
10572__Labour__uk.proc.d.1985-02-12.13,own
10015__Liberal_Democrats__uk.proc.d.1985-02-18.8,ludicrous
18674__Conservative__uk.proc.d.1985-02-22.4,powerful
16409__Conservative__uk.proc.d.1985-02-28.11,excessive
10352__Conservative__uk.proc.d.1985-03-01.2,vast
22028__Labour__uk.proc.d.1985-03-05.14,cumbersome
19555__Conservative__uk.proc.d.1985-03-11.9,much
18972__Conservative__uk.proc.d.1985-03-14.11,Socialist
16836__Conservative__uk.proc.d.1985-03-15.4,huge
18388__Conservative__uk.proc.d.1985-03-18.10,additional
10116__Labour__uk.proc.d.1985-03-21.12,present
10270__Conservative__uk.proc.d.1985-03-22.3,departmental
18388__Conservative__uk.proc.d.1985-04-15.9,additional
10038__Labour__uk.proc.d.1985-04-15.10,substantial
21776__Labour__uk.proc.d.1985-04-24.7,less
22346__Conservative__uk.proc.d.1985-04-24.7,huge
21651__Conservative__uk.proc.d.1985-04-30.7,unnecessary
10036__Labour__uk.proc.d.1985-05-01.8,hidebound
22114__Labour__uk.proc.d.1985-05-02.11,big
16827__Conservative__uk.proc.d.1985-05-13.22,less
10622__Conservative__uk.proc.d.1985-05-15.10,absurd
22611__Labour__uk.proc.d.1985-05-22.8,undesirable
