w,p1,p2,p12,pmi_reg,pmi_2,pmi_3,npmi,period
case,110,41082,3,-20.522616010616797,-18.93765350989564,-17.35269100917448,18.680490125863383,1961-1964
shall,110,26897,3,-19.911554860804603,-18.32659236008345,-16.741629859362295,18.124278297436625,1961-1964
hand,110,8534,2,-18.84036610872577,-17.84036610872577,-16.84036610872577,27.180902753591166,1961-1964
need,108,26979,2,-20.47443675624899,-19.47443675624899,-18.47443675624899,29.538368373235134,1962-1965
many,108,40164,2,-21.048502838571157,-20.048502838571157,-19.048502838571157,30.36657066334388,1962-1965
apparatus,108,268,2,-13.820976692621242,-12.820976692621242,-11.820976692621242,19.939454534686615,1962-1965
danger,108,4419,2,-17.864391717920473,-16.864391717920473,-15.864391717920475,25.772869339941735,1962-1965
interest,108,19342,2,-19.99433686168275,-18.99433686168275,-17.99433686168275,28.845730636213105,1962-1965
andrew,108,119,3,-12.064742764750257,-10.4797802640291,-8.894817763307945,10.981802123638005,1962-1965
addition,108,3340,2,-17.460519889524885,-16.460519889524885,-15.460519889524884,25.190205455960665,1962-1965
create,108,5411,8,-16.15656702814592,-13.15656702814592,-10.15656702814592,7.7696663764320855,1962-1965
private,108,8934,2,-18.879978041466725,-17.879978041466725,-16.879978041466725,27.23805069251657,1962-1965
enormous,108,2049,6,-15.170629270453558,-12.585666769732402,-10.000704269011248,8.466889407309527,1962-1965
people,108,52651,5,-20.117132719431538,-17.795204624544176,-15.473276529656815,12.499477341755021,1962-1965
price,108,15780,3,-19.115734586343134,-17.530772085621976,-15.945809584900822,17.39989146627686,1962-1965
business,108,7891,2,-18.700879926560244,-17.700879926560244,-16.700879926560244,26.979666730308427,1962-1965
build,108,10382,3,-18.51172177383414,-16.926759273112985,-15.341796772391831,16.85009531094597,1962-1965
although,108,13012,2,-19.4224426092046,-18.4224426092046,-17.4224426092046,28.02066163424998,1962-1965
part,108,30035,2,-20.6292445455773,-19.6292445455773,-18.6292445455773,29.76170880319007,1962-1965
gentleman,108,59905,2,-21.625276304996728,-20.625276304996728,-19.625276304996728,31.198678883072386,1962-1965
everybody,108,2118,2,-16.803374376155805,-15.803374376155805,-14.803374376155805,24.24214488268066,1962-1965
parliamentary,108,9289,3,-18.35123257887011,-16.766270078148956,-15.181307577427798,16.70401175023995,1962-1965
helpless,108,53,2,-11.482807956726667,-10.482807956726667,-9.482807956726667,16.566190094649894,1962-1965
therefore,108,19772,2,-20.02605869330324,-19.02605869330324,-18.02605869330324,28.891495565379902,1962-1965
large,108,15393,5,-18.34294621818868,-16.021018123301314,-13.699090028413954,11.397113288108743,1962-1965
political,108,8085,2,-18.735919560524493,-17.735919560524493,-16.735919560524493,27.030218236463213,1962-1965
country,108,46202,3,-20.665592685612083,-19.08063018489093,-17.49566768416977,18.81063310393677,1962-1965
control,108,11001,2,-19.18023455359629,-18.18023455359629,-17.18023455359629,27.67122927356051,1962-1965
tendency,108,939,2,-15.629868849817244,-14.629868849817244,-13.629868849817244,22.549134279376226,1962-1965
stupidity,108,75,2,-11.98370619265935,-10.98370619265935,-9.98370619265935,17.288833495620004,1962-1965
kind,108,15658,3,-19.10453732961371,-17.519574828892555,-15.934612328171399,17.389699283971126,1962-1965
great,108,43348,4,-20.158565313299725,-18.158565313299725,-16.158565313299725,14.541331104466893,1962-1965
service,108,30520,2,-20.652354843885362,-19.652354843885362,-18.652354843885362,29.795049915952575,1962-1965
bureaucracy,108,108,108,-6.754887502163469,0.0,6.754887502163469,1.4426950408889634,1962-1965
departmental,108,632,2,-15.05866825034057,-14.05866825034057,-13.05866825034057,21.725066007158425,1962-1965
delay,108,3856,2,-17.667776838393433,-16.66777683839343,-15.667776838393431,25.489214028283094,1962-1965
friend,108,83372,4,-21.102162826010247,-19.102162826010247,-17.102162826010247,15.221992830558209,1962-1965
know,108,46229,3,-20.66643553632693,-19.081473035605775,-17.496510534884614,18.81140029971961,1962-1965
want,108,30754,4,-19.663373947607425,-17.663373947607425,-15.663373947607424,14.184126040679237,1962-1965
authority,108,34909,2,-20.846198911886187,-19.846198911886187,-18.846198911886187,30.074707791563107,1962-1965
course,108,19758,3,-19.440074298758816,-17.85511179803766,-16.270149297316504,17.69511819527048,1962-1965
citizen,108,2257,3,-16.31011570463415,-14.725153203912992,-13.140190703191838,14.846107105180423,1962-1965
husting,108,40,2,-11.07681559705083,-10.07681559705083,-9.076815597050832,15.980466930706756,1962-1965
power,108,21511,6,-18.562711975092878,-15.977749474371723,-13.392786973650567,10.360046810909427,1962-1965
opposite,108,12036,3,-18.72499339277565,-17.140030892054494,-15.555068391333338,17.044223504432747,1962-1965
believe,108,22801,4,-19.231696980813627,-17.231696980813627,-15.231696980813627,13.872736931049536,1962-1965
respect,108,11084,2,-19.191078497644888,-18.191078497644888,-17.191078497644888,27.6868737778631,1962-1965
vast,108,2044,3,-16.167104482379933,-14.582141981658777,-12.997179480937623,14.715932680836787,1962-1965
must,108,41614,3,-20.514706350047508,-18.929743849326353,-17.3447813486052,18.673290442543912,1962-1965
excessive,108,855,2,-15.494668111936729,-14.494668111936729,-13.494668111936729,22.35408084531148,1962-1965
ridiculous,108,710,3,-14.641600215834357,-13.056637715113201,-11.471675214392045,13.3273588570404,1962-1965
land,108,10441,3,-18.51989727546189,-16.934934774740732,-15.349972274019576,16.857536973224903,1962-1965
every,108,13310,2,-19.455110452962725,-18.455110452962725,-17.45511045296272,28.067791370436357,1962-1965
stand,108,6451,3,-17.82523210295279,-16.240269602231635,-14.65530710151048,16.22522548383562,1962-1965
would,108,124919,14,-19.87816598001592,-16.070811057958316,-12.26345613590071,7.5322978993085785,1962-1965
taxpayer,108,2462,2,-17.020502548647926,-16.020502548647926,-15.020502548647926,24.555394620372326,1962-1965
much,108,34969,4,-19.848676421938745,-17.848676421938745,-15.848676421938743,14.31779352107036,1962-1965
massive,108,563,2,-14.8918786142437,-13.8918786142437,-12.8918786142437,21.484439426289796,1962-1965
suggest,108,15895,2,-19.711172898188806,-18.711172898188806,-17.711172898188806,28.437211390321927,1962-1965
keep,108,11005,2,-19.18075902694239,-18.180759026942386,-17.180759026942386,27.671985928656007,1962-1965
talk,108,9479,2,-18.965406654900804,-17.965406654900804,-16.965406654900804,27.361298129467933,1962-1965
amount,108,11360,2,-19.226562716555513,-18.226562716555513,-17.226562716555513,27.738066684515275,1962-1965
state,108,27365,3,-19.90996923753716,-18.325006736816007,-16.740044236094853,18.122835000939947,1962-1965
afraid,108,1584,2,-16.38424412224308,-15.384244122243079,-14.384244122243077,23.637467743874236,1962-1965
proposal,108,13935,2,-19.52131288415464,-18.52131288415464,-17.52131288415464,28.163301289611727,1962-1965
house,108,72890,4,-20.90832078213616,-18.90832078213616,-16.90832078213616,15.082165352851744,1962-1965
central,108,5636,2,-18.215343398473106,-17.215343398473106,-16.215343398473106,26.279185589066667,1962-1965
today,108,15793,2,-19.701885129796462,-18.701885129796462,-17.701885129796462,28.423811972921367,1962-1965
growth,108,3633,2,-17.58183315257895,-16.581833152578955,-15.581833152578955,25.365223498962823,1962-1965
apply,108,11583,2,-19.25460884182648,-18.25460884182648,-17.25460884182648,27.778528690359853,1962-1965
commission,108,8420,3,-18.20952951939607,-16.624567018674917,-15.039604517953759,16.575028066973644,1962-1965
responsibility,108,10041,2,-19.048502838571157,-18.048502838571157,-17.048502838571157,27.48118058156595,1962-1965
increase,108,30012,3,-20.04317684434444,-18.458214343623283,-16.87325184290213,18.244085789941018,1962-1965
certain,108,16771,2,-19.78856859637716,-18.78856859637716,-17.78856859637716,28.548869780284406,1962-1965
council,108,19480,4,-19.004593559133173,-17.004593559133173,-15.004593559133175,13.708916440935882,1962-1965
form,108,11447,5,-17.915641336918974,-15.593713242031612,-13.27178514714425,11.131613837668027,1962-1965
also,108,27465,2,-20.500194173569326,-19.500194173569326,-18.500194173569326,29.57552847146929,1962-1965
anomaly,108,1484,2,-16.290162878784272,-15.29016287878427,-14.290162878784274,23.50173720049555,1962-1965
however,108,13501,3,-18.890703650609378,-17.30574114988822,-15.720778649167066,17.19505948136745,1962-1965
aware,108,15840,2,-19.70617221713044,-18.70617221713044,-17.70617221713044,28.429996932557955,1962-1965
member,108,125580,7,-20.885779771970093,-18.07842484991249,-15.271069927854885,10.733167603915101,1962-1965
education,108,13556,3,-18.896568922926306,-17.311606422205152,-15.726643921483994,17.20039828230517,1962-1965
deal,108,34702,2,-20.837618694572146,-19.83761869457215,-18.837618694572146,30.06232915459439,1962-1965
time,108,57980,2,-21.57815521511223,-20.57815521511223,-19.57815521511223,31.13069752037474,1962-1965
benefit,108,10014,2,-19.044618242247225,-18.04461824224722,-17.044618242247225,27.47557629371356,1962-1965
result,108,14062,3,-18.949439180585813,-17.36447667986466,-15.7795141791435,17.248522864748722,1962-1965
expenditure,108,7597,2,-18.646101608069298,-17.646101608069298,-16.646101608069298,26.900638321873302,1962-1965
board,108,20168,3,-19.469705404300854,-17.884742903579696,-16.299780402858538,17.722089589863163,1962-1965
take,108,66698,3,-21.195280882531428,-19.610318381810274,-18.02535588108912,19.292776078653997,1962-1965
site,108,3360,3,-16.884170519108437,-15.29920801838728,-13.714245517666122,15.36863431554891,1962-1965
public,108,21871,2,-20.171619067442247,-19.171619067442247,-18.171619067442247,29.101494795300187,1962-1965
word,108,15182,3,-19.059999237622616,-17.475036736901462,-15.890074236180304,17.34915896556172,1962-1965
department,108,9212,2,-18.924186197956313,-17.924186197956313,-16.924186197956313,27.301829580650942,1962-1965
government,108,87576,4,-21.173135438469107,-19.173135438469107,-17.173135438469107,15.273188748574874,1962-1965
involve,108,8865,10,-16.546864323062156,-13.224936228174796,-9.903008133287432,7.18621186830768,1962-1965
example,108,9572,3,-18.39452968298081,-16.809567182259656,-15.224604681538498,16.743422472800855,1962-1965
year,108,69698,3,-21.25875463921631,-19.673792138495156,-18.088829637773998,19.350552381849944,1962-1965
inevitably,108,1427,2,-16.233657121639233,-15.233657121639233,-14.233657121639233,23.420216624880727,1962-1965
thing,108,24054,2,-20.308876705035395,-19.308876705035395,-18.308876705035395,29.299515708379957,1962-1965
sort,108,11323,2,-19.221856128903426,-18.221856128903426,-17.221856128903426,27.7312765138501,1962-1965
fact,108,27235,2,-20.488061748891276,-19.488061748891276,-18.488061748891273,29.55802508255231,1962-1965
monstrous,108,217,2,-13.516438734607947,-12.516438734607947,-11.516438734607949,19.50009913289838,1962-1965
another,108,17598,2,-19.858011358641583,-18.85801135864158,-17.85801135864158,28.649054509028918,1962-1965
civil,108,5602,2,-18.206613770237976,-17.206613770237976,-16.206613770237976,26.266591397703042,1962-1965
grow,108,3759,3,-17.04605820148533,-15.461095700764174,-13.876133200043016,15.515990834356064,1962-1965
case,108,41519,4,-20.09637157799988,-18.096371577999882,-16.096371577999882,14.496467807721169,1962-1965
shall,108,26507,5,-19.127045185433797,-16.805117090546435,-14.48318899565907,11.884301368610247,1962-1965
hand,108,8059,3,-18.146310119330906,-16.561347618609748,-14.976385117888594,16.517483289150515,1962-1965
need,108,29119,2,-20.584560693299906,-19.584560693299906,-18.584560693299906,29.697243631101657,1963-1966
many,108,42196,2,-21.119706125818897,-20.119706125818897,-19.119706125818897,30.469295292751188,1963-1966
apparatus,108,272,2,-13.842350343413807,-12.842350343413807,-11.842350343413807,19.97029019469074,1963-1966
interest,108,20273,2,-20.06215947643148,-19.06215947643148,-18.06215947643148,28.943577986171217,1963-1966
local,108,30923,2,-20.671280171065295,-19.671280171065295,-18.671280171065295,29.822353391622265,1963-1966
addition,108,3493,2,-17.525138429558332,-16.525138429558332,-15.525138429558332,25.283430303216402,1963-1966
create,108,5828,8,-16.263672664227983,-13.26367266422798,-10.263672664227983,7.821173299774369,1963-1966
enormous,108,2241,6,-15.299851934952706,-12.71488943423155,-10.129926933510394,8.539009949557768,1963-1966
people,108,52620,7,-19.630856208159116,-16.82350128610151,-14.016146364043907,10.0882644646719,1963-1966
price,108,16430,3,-19.17396986127975,-17.589007360558593,-16.004044859837435,17.45289949789757,1963-1966
business,108,9455,2,-18.961749245000593,-17.961749245000593,-16.961749245000593,27.356021602342402,1963-1966
build,108,10135,4,-18.06194597051773,-16.06194597051773,-14.06194597051773,13.028939940235162,1963-1966
although,108,13646,3,-18.90611550240324,-17.321153001682084,-15.736190500960928,17.209087953425183,1963-1966
gentleman,108,70644,2,-21.86316691519737,-20.86316691519737,-19.863166915197375,31.541882486682905,1963-1966
everybody,108,2080,2,-16.777255315191923,-15.777255315191923,-14.777255315191923,24.20446304295539,1963-1966
view,108,29426,2,-20.599691325711614,-19.599691325711614,-18.599691325711614,29.719072519447543,1963-1966
parliamentary,108,9714,3,-18.415774772466037,-16.83081227174488,-15.245849771023723,16.762760586623507,1963-1966
helpless,108,50,2,-11.398743691938193,-10.398743691938193,-9.398743691938193,16.444910996723586,1963-1966
large,108,15515,5,-18.35433548369219,-16.032407388804828,-13.710479293917462,11.404189836645049,1963-1966
country,108,46707,3,-20.681276164513157,-19.096313663792,-17.511351163070845,18.824908821642502,1963-1966
control,108,12363,2,-19.348628751165126,-18.348628751165126,-17.348628751165126,27.914170747307544,1963-1966
stupidity,108,62,2,-11.709083812550343,-10.709083812550345,-9.709083812550345,16.89263714971962,1963-1966
kind,108,16506,2,-19.765590427200838,-18.765590427200838,-17.765590427200838,28.515719289565016,1963-1966
stage,108,9354,2,-18.94625521558241,-17.946255215582408,-16.946255215582408,27.333668442937405,1963-1966
great,108,45249,2,-21.220485790793127,-20.220485790793127,-19.220485790793127,30.61468961563196,1963-1966
service,108,28948,2,-20.576063558433322,-19.576063558433322,-18.576063558433322,29.684984856767873,1963-1966
bureaucracy,108,108,108,-6.754887502163469,0.0,6.754887502163469,1.4426950408889634,1963-1966
require,108,10381,2,-19.096545306675704,-18.096545306675704,-17.096545306675704,27.55049121205245,1963-1966
departmental,108,621,2,-15.03333696038395,-14.03333696038395,-13.03333696038395,21.68852068075869,1963-1966
delay,108,4308,2,-17.827690036707676,-16.827690036707676,-15.827690036707677,25.719920006463745,1963-1966
friend,108,85411,4,-21.137021766822006,-19.137021766822006,-17.13702176682201,15.247138241078092,1963-1966
know,108,47802,2,-21.29967086246538,-20.29967086246538,-19.29967086246538,30.728929525845956,1963-1966
want,108,32254,4,-19.73207797007254,-17.73207797007254,-15.732077970072542,14.233685516929011,1963-1966
pile,108,159,2,-13.067770457447825,-12.067770457447825,-11.067770457447825,18.85280763443528,1963-1966
citizen,108,2341,3,-16.362834220554326,-14.777871719833168,-13.192909219112012,14.89409356634052,1963-1966
husting,108,45,2,-11.246740598493144,-10.246740598493144,-9.246740598493144,16.22561688761063,1963-1966
power,108,22409,5,-18.884750056948718,-16.562821962061356,-14.240893867173993,11.733754940808858,1963-1966
opposite,108,15321,3,-19.073147845875887,-17.48818534515473,-15.903222844433573,17.361127344569397,1963-1966
believe,108,24000,2,-20.305634287546713,-19.305634287546713,-18.305634287546713,29.294837888748543,1963-1966
happen,108,13274,2,-19.45120306105629,-18.45120306105629,-17.45120306105629,28.062154195510136,1963-1966
vast,108,2222,3,-16.287568102831404,-14.702605602110248,-13.117643101389092,14.8255833935532,1963-1966
must,108,44506,3,-20.611637224637892,-19.026674723916738,-17.44171222319558,18.761520726867328,1963-1966
excessive,108,839,2,-15.467414502603294,-14.467414502603294,-13.467414502603294,22.314762198279805,1963-1966
avoid,108,3082,3,-16.759576147957098,-15.174613647235942,-13.589651146514788,15.255223631510058,1963-1966
ridiculous,108,681,3,-14.581435989454384,-12.996473488733228,-11.411510988012072,13.27259501814969,1963-1966
land,108,12295,3,-18.755709115925757,-17.170746615204603,-15.585784114483447,17.072182160518185,1963-1966
every,108,13695,3,-18.911286647035052,-17.326324146313898,-15.74136164559274,17.213794932115622,1963-1966
would,108,136347,15,-19.904920338430586,-15.998029742822066,-12.09113914721355,7.350277454357765,1963-1966
taxpayer,108,2633,2,-17.117379308209532,-16.117379308209532,-15.11737930820953,24.69515824096925,1963-1966
much,108,35667,4,-19.877189755573763,-17.877189755573767,-15.877189755573767,14.338361543587588,1963-1966
market,108,8639,2,-18.831536110957746,-17.831536110957746,-16.831536110957746,27.168163759600176,1963-1966
talk,108,10238,2,-19.07653379315485,-18.07653379315485,-17.07653379315485,27.52162070073523,1963-1966
refer,108,20124,2,-20.051516976448973,-19.051516976448973,-18.051516976448973,28.928224104223794,1963-1966
proposal,108,15052,2,-19.632555076231352,-18.632555076231352,-17.632555076231352,28.323789848458418,1963-1966
permanent,108,1740,2,-16.51975909289956,-15.519759092899559,-14.519759092899559,23.832974520006555,1963-1966
huge,108,526,2,-14.79380649145577,-13.79380649145577,-12.79380649145577,21.342951261094196,1963-1966
today,108,15475,2,-19.672539291152457,-18.672539291152457,-17.672539291152457,28.381474877038933,1963-1966
unnecessary,108,1467,3,-15.688578157115703,-14.103615656394545,-12.51865315567339,14.28035924860769,1963-1966
growth,108,3996,2,-17.719228369955886,-16.719228369955886,-15.719228369955887,25.56344289771439,1963-1966
apply,108,12564,2,-19.371895729815435,-18.371895729815435,-17.371895729815435,27.947737902022816,1963-1966
commission,108,9139,3,-18.32774559865594,-16.742783097934783,-15.157820597213629,16.682632979534006,1963-1966
remember,108,6502,2,-18.421555342853825,-17.421555342853825,-16.421555342853825,26.576686538596803,1963-1966
responsibility,108,10326,2,-19.08888138492483,-18.08888138492483,-17.08888138492483,27.5394345101487,1963-1966
increase,108,31375,2,-20.692215340776325,-19.69221534077633,-18.69221534077633,29.852556457144537,1963-1966
council,108,19321,4,-18.992769647610483,-16.992769647610483,-14.992769647610483,13.700387291677036,1963-1966
certain,108,17627,3,-19.275424339290943,-17.69046183856979,-16.10549933784863,17.545247343500304,1963-1966
extra,108,3566,2,-17.554978489788464,-16.554978489788464,-15.554978489788464,25.32648041013024,1963-1966
form,108,12408,4,-18.35387047319956,-16.35387047319956,-14.35387047319956,13.239518956401689,1963-1966
expensive,108,1677,2,-16.466554475727815,-15.466554475727817,-14.466554475727815,23.756216482660484,1963-1966
also,108,28243,2,-20.54049322298659,-19.54049322298659,-18.54049322298659,29.633667710216116,1963-1966
anomaly,108,1821,2,-16.585402709140308,-15.585402709140308,-14.585402709140308,23.927678239623102,1963-1966
however,108,14339,2,-19.562544295895943,-18.562544295895947,-17.562544295895943,28.22278564285976,1963-1966
aware,108,16429,2,-19.758844550744243,-18.758844550744243,-17.758844550744243,28.50598704705464,1963-1966
member,108,133281,7,-20.97164418486079,-18.164289262803187,-15.356934340745582,10.777293183368181,1963-1966
education,108,12672,2,-19.38424412224308,-18.38424412224308,-17.38424412224308,27.965552866541127,1963-1966
deal,108,36648,2,-20.916334349681478,-19.916334349681478,-18.916334349681478,30.17589183986095,1963-1966
result,108,14942,3,-19.037010648059148,-17.452048147337994,-15.86708564661684,17.328233849576225,1963-1966
board,108,22255,2,-20.1967293825031,-19.1967293825031,-18.1967293825031,29.13772132231364,1963-1966
take,108,70877,2,-21.867917422164563,-20.867917422164563,-19.867917422164563,31.54873601952618,1963-1966
site,108,3522,3,-16.952104195273524,-15.367141694552364,-13.782179193831208,15.430470212403337,1963-1966
word,108,16433,3,-19.174233262985904,-17.58927076226475,-16.004308261543592,17.45313925646287,1963-1966
government,108,91890,3,-21.65754524864979,-20.07258274792863,-18.487620247207477,19.71354723776672,1963-1966
involve,108,9424,10,-16.635083231106567,-13.313155136219207,-9.991227041331841,7.224524853270898,1963-1966
london,108,14380,3,-18.981701056768973,-17.39673855604782,-15.811776055326662,17.27788888997521,1963-1966
area,108,28013,2,-20.528696376134274,-19.528696376134274,-18.528696376134274,29.616648457764153,1963-1966
example,108,10741,3,-18.560765697208986,-16.97580319648783,-15.390840695766675,16.894737013829438,1963-1966
year,108,71903,2,-21.888651847020487,-20.888651847020487,-19.888651847020487,31.57864947144151,1963-1966
thing,108,24037,2,-20.307856729708757,-19.307856729708757,-18.307856729708757,29.298044195034386,1963-1966
sort,108,11930,2,-19.29719392474606,-18.29719392474606,-17.29719392474606,27.839965978303777,1963-1966
fact,108,27770,2,-20.516127058869678,-19.516127058869678,-18.516127058869678,29.59851476607916,1963-1966
monstrous,108,211,2,-13.475986690870654,-12.475986690870654,-11.475986690870654,19.441739170004766,1963-1966
another,108,17912,2,-19.883526315016066,-18.883526315016066,-17.883526315016066,28.685864810058884,1963-1966
civil,108,5066,2,-18.06151886387597,-17.06151886387597,-16.06151886387597,26.05726369583633,1963-1966
case,108,42896,2,-21.14344300614603,-20.14344300614603,-19.14344300614603,30.503540372285315,1963-1966
shall,108,28231,5,-19.217952019739588,-16.896023924852223,-14.574095829964863,11.940784960554657,1963-1966
hand,108,8163,2,-18.749771244134305,-17.749771244134305,-16.7497712441343,27.050201991715053,1963-1966
need,153,30132,4,-20.136396656685307,-18.136396656685307,-16.136396656685307,14.525339798986497,1964-1967
piece,153,1724,2,-17.00893190178175,-16.00893190178175,-15.00893190178175,24.538701705518616,1964-1967
many,153,44080,3,-21.100261945430017,-19.51529944470886,-17.930336943987705,19.206286114831904,1964-1967
rubber,153,306,2,-14.514775685385304,-13.514775685385302,-12.514775685385302,20.940394900921085,1964-1967
good,153,35567,2,-21.37563951354797,-20.37563951354797,-19.37563951354797,30.838529122025832,1964-1967
interest,153,20579,2,-20.586273100970924,-19.586273100970924,-18.586273100970924,29.699714113156617,1964-1967
labour,153,16098,2,-20.23198168267433,-19.23198168267433,-18.23198168267433,29.188579640950604,1964-1967
local,153,29007,2,-21.08150131719451,-20.08150131719451,-19.08150131719451,30.41417740481067,1964-1967
create,153,6019,9,-16.64277094265167,-13.472845941209355,-10.302920939767043,7.574451475883428,1964-1967
enormous,153,2344,7,-15.644789775057296,-12.83743485299969,-10.030079930942088,8.03983153212517,1964-1967
official,153,6927,2,-19.015402801187925,-18.015402801187925,-17.015402801187925,27.433427321779924,1964-1967
democracy,153,968,2,-16.176251079967248,-15.176251079967248,-14.176251079967248,23.337397213243488,1964-1967
wish,153,17876,3,-19.798161671366504,-18.21319917064535,-16.628236669924195,18.02106336837774,1964-1967
people,153,53429,6,-20.377760736837317,-17.79279823611616,-15.207835735395005,11.37304481254768,1964-1967
price,153,19078,5,-19.155082064876453,-16.83315396998909,-14.511225875101728,11.901721661264006,1964-1967
adequately,153,855,2,-15.997168452465912,-14.997168452465912,-13.997168452465912,23.079035594637947,1964-1967
anxious,153,2970,2,-17.79363505838078,-16.79363505838078,-15.79363505838078,25.670789058113954,1964-1967
build,153,9435,2,-19.461194645180463,-18.46119464518046,-17.46119464518046,28.076569004376704,1964-1967
although,153,13771,3,-19.42177104807138,-17.836808547350223,-16.25184604662907,17.678457858519995,1964-1967
part,153,33132,2,-21.27332551600188,-20.27332551600188,-19.27332551600188,30.69092122515256,1964-1967
everybody,153,2035,2,-17.248200921846262,-16.248200921846262,-15.248200921846262,24.88389393420405,1964-1967
clear,153,17539,2,-20.355666715967264,-19.355666715967264,-18.355666715967264,29.367019425114503,1964-1967
view,153,29766,2,-21.118765585306488,-20.118765585306488,-19.118765585306488,30.46793837961818,1964-1967
parliamentary,153,10061,3,-18.96891142858696,-17.383948927865806,-15.79898642714465,17.26624726870997,1964-1967
helpless,153,55,2,-12.038747556217313,-11.038747556217311,-10.038747556217311,17.368241397868847,1964-1967
difficulty,153,15942,2,-20.217932855904316,-19.217932855904316,-18.217932855904316,29.168311468239196,1964-1967
industry,153,44340,3,-21.108746491726166,-19.523783991005008,-17.938821490283853,19.21400908169079,1964-1967
seem,153,16436,2,-20.26195945786031,-19.26195945786031,-18.26195945786031,29.2318284285483,1964-1967
large,153,15593,5,-18.864070647997693,-16.54214255311033,-14.220214458222967,11.72090610160154,1964-1967
waste,153,1861,2,-17.119250182751802,-16.119250182751802,-15.119250182751804,24.697857342393508,1964-1967
confusion,153,999,2,-16.22172871048507,-15.221728710485072,-14.221728710485072,23.403007565262932,1964-1967
country,153,46173,4,-20.752149693951782,-18.752149693951782,-16.752149693951782,14.969511725624828,1964-1967
party,153,21058,3,-20.034506143302497,-18.449543642581343,-16.86458114186019,18.236193377730288,1964-1967
control,153,12583,3,-19.291613647644134,-17.70665114692298,-16.12168864620182,17.559983487015337,1964-1967
kind,153,16898,6,-18.716990224784123,-16.132027724062965,-13.547065223341809,10.446151141507837,1964-1967
attack,153,3389,2,-17.984031764176645,-16.984031764176645,-15.984031764176647,25.945473441367245,1964-1967
least,153,9344,2,-19.44721240157267,-18.44721240157267,-17.44721240157267,28.05639689086324,1964-1967
stage,153,9708,2,-19.50234623584379,-18.50234623584379,-17.50234623584379,28.135938200151376,1964-1967
great,153,45959,4,-20.745447629653103,-18.745447629653103,-16.745447629653103,14.964677208161117,1964-1967
bill,153,56732,3,-21.464300446436194,-19.87933794571504,-18.294375444993882,19.53764823845016,1964-1967
charity,153,1336,2,-16.641092135166705,-15.641092135166703,-14.641092135166703,24.008021098381338,1964-1967
bureaucracy,153,153,153,-7.257387842692652,0.0,7.257387842692652,1.4426950408889636,1964-1967
require,153,10393,2,-19.600712378928794,-18.600712378928794,-17.600712378928794,28.27785054697149,1964-1967
high,153,15972,2,-20.2206451993257,-19.2206451993257,-18.2206451993257,29.17222455264241,1964-1967
stamp,153,2105,2,-17.29699236064641,-16.29699236064641,-15.296992360646412,24.95428510099886,1964-1967
departmental,153,609,2,-15.507686260598984,-14.507686260598984,-13.507686260598984,22.372862063828066,1964-1967
delay,153,4416,5,-17.04398420458346,-14.722056109696096,-12.400128014808734,10.590022810389922,1964-1967
friend,153,85140,3,-22.049974811640567,-20.465012310919413,-18.88004981019825,20.070752019688953,1964-1967
rather,153,15177,2,-20.14698686722108,-19.14698686722108,-18.14698686722108,29.06595804219493,1964-1967
problem,153,32303,2,-21.23676837738237,-20.23676837738237,-19.23676837738237,30.638180422557102,1964-1967
want,153,33441,5,-19.964790116922757,-17.64286202203539,-15.320933927148031,12.404821560794586,1964-1967
socialism,153,433,2,-15.015611057419376,-14.015611057419376,-13.015611057419376,21.662947608456417,1964-1967
pile,153,193,2,-13.849844879960733,-12.849844879960733,-11.849844879960733,19.98110252540075,1964-1967
citizen,153,2484,4,-16.535837300913133,-14.535837300913133,-12.535837300913133,11.92808523548706,1964-1967
inefficiency,153,257,2,-14.263012391886528,-13.263012391886532,-12.263012391886532,20.577177245912527,1964-1967
give,153,71866,2,-22.390409611365772,-21.390409611365772,-20.390409611365772,32.30253290978998,1964-1967
husting,153,53,2,-11.985308297255852,-10.985308297255852,-9.985308297255852,17.291144843976365,1964-1967
power,153,22647,5,-19.402492079534586,-17.080563984647227,-14.758635889759864,12.05544614653101,1964-1967
opposite,153,17254,3,-19.74706858261123,-18.162106081890077,-16.57714358116892,17.974556434783164,1964-1967
order,153,37030,2,-21.433794771751643,-20.433794771751643,-19.433794771751646,30.922429424637887,1964-1967
administer,153,1106,2,-16.368523512927357,-15.36852351292736,-14.36852351292736,23.614787698774695,1964-1967
become,153,12144,2,-19.825343918108118,-18.825343918108118,-17.825343918108118,28.601925354572753,1964-1967
happen,153,13220,3,-19.36285989836655,-17.777897397645397,-16.19293489692424,17.624834619172972,1964-1967
appointment,153,2037,2,-17.249618107658538,-16.249618107658538,-15.24961810765854,24.88593850114744,1964-1967
efficient,153,2205,2,-17.363950783137536,-16.363950783137536,-15.363950783137534,25.050885685072558,1964-1967
honest,153,722,2,-15.753242869579822,-14.753242869579822,-13.753242869579822,22.727125365862232,1964-1967
vast,153,2220,5,-16.05180370904276,-13.729875614155395,-11.407947519268035,9.973546407121818,1964-1967
away,153,6796,2,-18.987857979876875,-17.987857979876875,-16.987857979876875,27.393688544672298,1964-1967
money,153,15352,2,-20.163526838888036,-19.163526838888036,-18.163526838888032,29.089820177295287,1964-1967
together,153,5134,2,-18.58325542326807,-17.58325542326807,-16.58325542326807,26.80997044272178,1964-1967
decision,153,15099,5,-18.817625131023348,-16.495697036135986,-14.173768941248623,11.6920478793517,1964-1967
